State,Year,Region,Month,Gender,Product,Units Sold,Total Sales
Kansas,2021,Midwest,4,Men's,Athletic Footwear,258,6450
Kansas,2021,Midwest,4,Men's,Street Footwear,650,16100
Kansas,2021,Midwest,4,Women's,Apparel,381,11349
Kansas,2021,Midwest,4,Women's,Athletic Footwear,160,3164
Kansas,2021,Midwest,4,Women's,Street Footwear,260,3840
Kansas,2021,Midwest,5,Men's,Apparel,281,12532
Kansas,2021,Midwest,5,Men's,Athletic Footwear,352,14003
Kansas,2021,Midwest,5,Men's,Street Footwear,713,27948
Kansas,2021,Midwest,5,Women's,Apparel,419,18572
Kansas,2021,Midwest,5,Women's,Athletic Footwear,258,8856
Kansas,2021,Midwest,5,Women's,Street Footwear,315,10830
Kansas,2021,Midwest,6,Men's,Apparel,358,19606
Kansas,2021,Midwest,6,Men's,Athletic Footwear,419,14383
Kansas,2021,Midwest,6,Men's,Street Footwear,719,28328
Kansas,2021,Midwest,6,Women's,Apparel,567,33786
Kansas,2021,Midwest,6,Women's,Athletic Footwear,355,14040
Kansas,2021,Midwest,6,Women's,Street Footwear,381,14997
Kansas,2021,Midwest,7,Men's,Apparel,416,24596
Kansas,2021,Midwest,7,Men's,Athletic Footwear,544,27081
Kansas,2021,Midwest,7,Men's,Street Footwear,857,46406
Kansas,2021,Midwest,7,Women's,Apparel,640,40900
Kansas,2021,Midwest,7,Women's,Athletic Footwear,375,16725
Kansas,2021,Midwest,7,Women's,Street Footwear,452,20034
Kansas,2021,Midwest,8,Men's,Apparel,344,16993
Kansas,2021,Midwest,8,Men's,Athletic Footwear,536,29036
Kansas,2021,Midwest,8,Men's,Street Footwear,839,49584
Kansas,2021,Midwest,8,Women's,Apparel,563,30626
Kansas,2021,Midwest,8,Women's,Athletic Footwear,390,15330
Kansas,2021,Midwest,8,Women's,Street Footwear,452,22294
Kansas,2021,Midwest,9,Men's,Apparel,286,7089
Kansas,2021,Midwest,9,Men's,Athletic Footwear,441,17458
Kansas,2021,Midwest,9,Men's,Street Footwear,715,35255
Kansas,2021,Midwest,9,Women's,Apparel,419,12476
Kansas,2021,Midwest,9,Women's,Athletic Footwear,290,4285
Kansas,2021,Midwest,9,Women's,Street Footwear,325,4875
Kansas,2021,Midwest,10,Men's,Apparel,221,6584
Kansas,2021,Midwest,10,Men's,Athletic Footwear,410,8115
Kansas,2021,Midwest,10,Men's,Street Footwear,645,19205
Kansas,2021,Midwest,10,Women's,Apparel,390,11520
Kansas,2021,Midwest,10,Women's,Athletic Footwear,222,4393
Kansas,2021,Midwest,10,Women's,Street Footwear,260,5140
Kansas,2021,Midwest,11,Men's,Apparel,320,23510
Kansas,2021,Midwest,11,Men's,Athletic Footwear,347,5133
Kansas,2021,Midwest,11,Men's,Street Footwear,572,14056
Kansas,2021,Midwest,11,Women's,Apparel,438,32674
Kansas,2021,Midwest,11,Women's,Athletic Footwear,358,19607
Kansas,2021,Midwest,11,Women's,Street Footwear,275,6765
Kansas,2021,Midwest,12,Men's,Apparel,381,26184
Kansas,2021,Midwest,12,Men's,Athletic Footwear,520,31080
Kansas,2021,Midwest,12,Men's,Street Footwear,750,51900
Kansas,2021,Midwest,12,Women's,Apparel,512,37616
Kansas,2021,Midwest,12,Women's,Athletic Footwear,390,23310
Kansas,2021,Midwest,12,Women's,Street Footwear,445,26510
Kentucky,2021,Southeast,1,Men's,Apparel,540,21370
Kentucky,2021,Southeast,1,Men's,Athletic Footwear,667,19868
Kentucky,2021,Southeast,1,Men's,Street Footwear,914,27231
Kentucky,2021,Southeast,1,Women's,Apparel,683,20332
Kentucky,2021,Southeast,1,Women's,Athletic Footwear,476,11698
Kentucky,2021,Southeast,1,Women's,Street Footwear,683,13344
Kentucky,2021,Southeast,2,Men's,Apparel,254,12591
Kentucky,2021,Southeast,2,Men's,Athletic Footwear,531,15612
Kentucky,2021,Southeast,2,Men's,Street Footwear,1000,29550
Kentucky,2021,Southeast,2,Women's,Apparel,378,15042
Kentucky,2021,Southeast,2,Women's,Athletic Footwear,159,5531
Kentucky,2021,Southeast,2,Women's,Street Footwear,599,11732
Kentucky,2021,Southeast,3,Men's,Apparel,194,10537
Kentucky,2021,Southeast,3,Men's,Athletic Footwear,284,12544
Kentucky,2021,Southeast,3,Men's,Street Footwear,676,29796
Kentucky,2021,Southeast,3,Women's,Apparel,315,13980
Kentucky,2021,Southeast,3,Women's,Athletic Footwear,127,4972
Kentucky,2021,Southeast,3,Women's,Street Footwear,323,11232
Kentucky,2021,Southeast,4,Men's,Apparel,160,7895
Kentucky,2021,Southeast,4,Men's,Athletic Footwear,224,9884
Kentucky,2021,Southeast,4,Men's,Street Footwear,594,26254
Kentucky,2021,Southeast,4,Women's,Apparel,325,12700
Kentucky,2021,Southeast,4,Women's,Athletic Footwear,129,5718
Kentucky,2021,Southeast,4,Women's,Street Footwear,224,8862
Kentucky,2021,Southeast,5,Men's,Apparel,192,9432
Kentucky,2021,Southeast,5,Men's,Athletic Footwear,293,12981
Kentucky,2021,Southeast,5,Men's,Street Footwear,676,33644
Kentucky,2021,Southeast,5,Women's,Apparel,358,19358
Kentucky,2021,Southeast,5,Women's,Athletic Footwear,163,6444
Kentucky,2021,Southeast,5,Women's,Street Footwear,258,10204
Kentucky,2021,Southeast,6,Men's,Apparel,254,12646
Kentucky,2021,Southeast,6,Men's,Athletic Footwear,352,12166
Kentucky,2021,Southeast,6,Men's,Street Footwear,667,26112
Kentucky,2021,Southeast,6,Women's,Apparel,476,25877
Kentucky,2021,Southeast,6,Women's,Athletic Footwear,252,7508
Kentucky,2021,Southeast,6,Women's,Street Footwear,281,8318
Kentucky,2021,Southeast,7,Men's,Apparel,325,15950
Kentucky,2021,Southeast,7,Men's,Athletic Footwear,445,19930
Kentucky,2021,Southeast,7,Men's,Street Footwear,768,37896
Kentucky,2021,Southeast,7,Women's,Apparel,540,29125
Kentucky,2021,Southeast,7,Women's,Athletic Footwear,288,11331
Kentucky,2021,Southeast,7,Women's,Street Footwear,344,13622
Kentucky,2021,Southeast,8,Men's,Apparel,290,14435
Kentucky,2021,Southeast,8,Men's,Athletic Footwear,441,19481
Kentucky,2021,Southeast,8,Men's,Street Footwear,742,36432
Kentucky,2021,Southeast,8,Women's,Apparel,520,28120
Kentucky,2021,Southeast,8,Women's,Athletic Footwear,325,12850
Kentucky,2021,Southeast,8,Women's,Street Footwear,355,13880
Kentucky,2021,Southeast,9,Men's,Apparel,258,11494
Kentucky,2021,Southeast,9,Men's,Athletic Footwear,419,18761
Kentucky,2021,Southeast,9,Men's,Street Footwear,662,32826
Kentucky,2021,Southeast,9,Women's,Apparel,349,17376
Kentucky,2021,Southeast,9,Women's,Athletic Footwear,254,8728
Kentucky,2021,Southeast,9,Women's,Street Footwear,290,10020
Kentucky,2021,Southeast,10,Men's,Apparel,191,10422
Kentucky,2021,Southeast,10,Men's,Athletic Footwear,358,15778
Kentucky,2021,Southeast,10,Men's,Street Footwear,576,31427
Kentucky,2021,Southeast,10,Women's,Apparel,358,19523
Kentucky,2021,Southeast,10,Women's,Athletic Footwear,192,8472
Kentucky,2021,Southeast,10,Women's,Street Footwear,222,9896
Kentucky,2021,Southeast,11,Men's,Apparel,228,14502
Kentucky,2021,Southeast,11,Men's,Athletic Footwear,347,13808
Kentucky,2021,Southeast,11,Men's,Street Footwear,548,27154
Kentucky,2021,Southeast,11,Women's,Apparel,355,24530
Kentucky,2021,Southeast,11,Women's,Athletic Footwear,252,13704
Kentucky,2021,Southeast,11,Women's,Street Footwear,277,12237
Kentucky,2021,Southeast,12,Men's,Apparel,293,17172
Kentucky,2021,Southeast,12,Men's,Athletic Footwear,423,22971
Kentucky,2021,Southeast,12,Men's,Street Footwear,683,43447
Kentucky,2021,Southeast,12,Women's,Apparel,423,27396
Kentucky,2021,Southeast,12,Women's,Athletic Footwear,293,14582
Kentucky,2021,Southeast,12,Women's,Street Footwear,349,18899
Louisiana,2021,South,1,Men's,Apparel,521,19168
Louisiana,2021,South,1,Men's,Athletic Footwear,1080,29918
Louisiana,2021,South,1,Men's,Street Footwear,1080,20080
Louisiana,2021,South,1,Women's,Apparel,765,24868
Louisiana,2021,South,1,Women's,Athletic Footwear,774,25330
Louisiana,2021,South,1,Women's,Street Footwear,756,20984
Louisiana,2021,South,2,Men's,Apparel,279,12947
Louisiana,2021,South,2,Men's,Athletic Footwear,954,31608
Louisiana,2021,South,2,Men's,Street Footwear,988,22974
Louisiana,2021,South,2,Women's,Apparel,611,25687
Louisiana,2021,South,2,Women's,Athletic Footwear,398,16937
Louisiana,2021,South,2,Women's,Street Footwear,681,22811
Louisiana,2021,South,3,Men's,Apparel,239,13184
Louisiana,2021,South,3,Men's,Athletic Footwear,596,30336
Louisiana,2021,South,3,Men's,Street Footwear,851,35284
Louisiana,2021,South,3,Women's,Apparel,554,22806
Louisiana,2021,South,3,Women's,Athletic Footwear,480,24828
Louisiana,2021,South,3,Women's,Street Footwear,636,35176
Louisiana,2021,South,4,Men's,Apparel,284,12058
Louisiana,2021,South,4,Men's,Athletic Footwear,520,26303
Louisiana,2021,South,4,Men's,Street Footwear,835,39450
Louisiana,2021,South,4,Women's,Apparel,578,31572
Louisiana,2021,South,4,Women's,Athletic Footwear,440,16343
Louisiana,2021,South,4,Women's,Street Footwear,600,30885
Louisiana,2021,South,5,Men's,Apparel,367,13804
Louisiana,2021,South,5,Men's,Athletic Footwear,628,29820
Louisiana,2021,South,5,Men's,Street Footwear,886,37262
Louisiana,2021,South,5,Women's,Apparel,920,55416
Louisiana,2021,South,5,Women's,Athletic Footwear,511,21698
Louisiana,2021,South,5,Women's,Street Footwear,648,30520
Louisiana,2021,South,6,Men's,Apparel,720,64224
Louisiana,2021,South,6,Men's,Athletic Footwear,1134,74970
Louisiana,2021,South,6,Men's,Street Footwear,1329,75916
Louisiana,2021,South,6,Women's,Apparel,1193,121840
Louisiana,2021,South,6,Women's,Athletic Footwear,920,72933
Louisiana,2021,South,6,Women's,Street Footwear,1113,87899
Louisiana,2021,South,7,Men's,Apparel,1060,94137
Louisiana,2021,South,7,Men's,Athletic Footwear,1201,106542
Louisiana,2021,South,7,Men's,Street Footwear,1476,123192
Louisiana,2021,South,7,Women's,Apparel,1021,105137
Louisiana,2021,South,7,Women's,Athletic Footwear,966,80724
Louisiana,2021,South,7,Women's,Street Footwear,1106,98630
Louisiana,2021,South,8,Men's,Apparel,765,46850
Louisiana,2021,South,8,Men's,Athletic Footwear,1320,103120
Louisiana,2021,South,8,Men's,Street Footwear,1360,121295
Louisiana,2021,South,8,Women's,Apparel,492,31362
Louisiana,2021,South,8,Women's,Athletic Footwear,746,52962
Louisiana,2021,South,8,Women's,Street Footwear,1106,76580
Louisiana,2021,South,9,Men's,Apparel,435,22455
Louisiana,2021,South,9,Men's,Athletic Footwear,800,37750
Louisiana,2021,South,9,Men's,Street Footwear,820,34510
Louisiana,2021,South,9,Women's,Apparel,465,17625
Louisiana,2021,South,9,Women's,Athletic Footwear,393,16553
Louisiana,2021,South,9,Women's,Street Footwear,474,19734
Louisiana,2021,South,10,Men's,Apparel,557,26333
Louisiana,2021,South,10,Men's,Athletic Footwear,914,41981
Louisiana,2021,South,10,Men's,Street Footwear,636,20908
Louisiana,2021,South,10,Women's,Apparel,648,33560
Louisiana,2021,South,10,Women's,Athletic Footwear,600,22500
Louisiana,2021,South,10,Women's,Street Footwear,628,26424
Louisiana,2021,South,11,Men's,Apparel,741,49133
Louisiana,2021,South,11,Men's,Athletic Footwear,1134,48160
Louisiana,2021,South,11,Men's,Street Footwear,1032,38464
Louisiana,2021,South,11,Women's,Apparel,954,76614
Louisiana,2021,South,11,Women's,Athletic Footwear,780,37200
Louisiana,2021,South,11,Women's,Street Footwear,820,30946
Louisiana,2021,South,12,Men's,Apparel,824,64607
Louisiana,2021,South,12,Men's,Athletic Footwear,1264,92448
Louisiana,2021,South,12,Men's,Street Footwear,1312,85072
Louisiana,2021,South,12,Women's,Apparel,994,82921
Louisiana,2021,South,12,Women's,Athletic Footwear,948,66408
Louisiana,2021,South,12,Women's,Street Footwear,954,66354
Maine,2021,Northeast,1,Men's,Athletic Footwear,484,21344
Maine,2021,Northeast,1,Men's,Street Footwear,473,16359
Maine,2021,Northeast,1,Women's,Athletic Footwear,284,12662
Maine,2021,Northeast,1,Women's,Street Footwear,476,21218
Maine,2021,Northeast,9,Women's,Apparel,284,16863
Maine,2021,Northeast,10,Men's,Apparel,643,33612
Maine,2021,Northeast,10,Men's,Athletic Footwear,894,39693
Maine,2021,Northeast,10,Men's,Street Footwear,2329,102187
Maine,2021,Northeast,10,Women's,Apparel,1162,54273
Maine,2021,Northeast,10,Women's,Athletic Footwear,283,12237
Maine,2021,Northeast,10,Women's,Street Footwear,668,23631
Maine,2021,Northeast,11,Men's,Apparel,966,53744
Maine,2021,Northeast,11,Men's,Athletic Footwear,1248,62894
Maine,2021,Northeast,11,Men's,Street Footwear,2488,140111
Maine,2021,Northeast,11,Women's,Apparel,1358,77970
Maine,2021,Northeast,11,Women's,Athletic Footwear,921,42179
Maine,2021,Northeast,11,Women's,Street Footwear,1212,53392
Maine,2021,Northeast,12,Men's,Apparel,606,35449
Maine,2021,Northeast,12,Men's,Athletic Footwear,1059,54177
Maine,2021,Northeast,12,Men's,Street Footwear,1857,106870
Maine,2021,Northeast,12,Women's,Apparel,1279,79643
Maine,2021,Northeast,12,Women's,Athletic Footwear,637,30703
Maine,2021,Northeast,12,Women's,Street Footwear,799,38507
Maryland,2021,Northeast,1,Men's,Apparel,284,14141
Maryland,2021,Northeast,1,Men's,Athletic Footwear,406,16078
Maryland,2021,Northeast,1,Men's,Street Footwear,662,25932
Maryland,2021,Northeast,1,Women's,Apparel,406,15916
Maryland,2021,Northeast,1,Women's,Athletic Footwear,222,7629
Maryland,2021,Northeast,1,Women's,Street Footwear,416,12389
Maryland,2021,Northeast,2,Men's,Apparel,156,6896
Maryland,2021,Northeast,2,Men's,Athletic Footwear,286,11257
Maryland,2021,Northeast,2,Men's,Street Footwear,719,28616
Maryland,2021,Northeast,2,Women's,Apparel,288,10017
Maryland,2021,Northeast,2,Women's,Athletic Footwear,64,1892
Maryland,2021,Northeast,2,Women's,Street Footwear,344,10113
Maryland,2021,Northeast,3,Men's,Apparel,97,4321
Maryland,2021,Northeast,3,Men's,Athletic Footwear,189,6576
Maryland,2021,Northeast,3,Men's,Street Footwear,570,19575
Maryland,2021,Northeast,3,Women's,Apparel,224,7742
Maryland,2021,Northeast,3,Women's,Athletic Footwear,32,953
Maryland,2021,Northeast,3,Women's,Street Footwear,228,5647
Maryland,2021,Northeast,4,Men's,Apparel,65,2865
Maryland,2021,Northeast,4,Men's,Athletic Footwear,156,5367
Maryland,2021,Northeast,4,Men's,Street Footwear,553,19099
Maryland,2021,Northeast,4,Women's,Apparel,252,8664
Maryland,2021,Northeast,4,Women's,Athletic Footwear,63,1851
Maryland,2021,Northeast,4,Women's,Street Footwear,158,3917
Maryland,2021,Northeast,5,Men's,Apparel,161,8013
Maryland,2021,Northeast,5,Men's,Athletic Footwear,222,9849
Maryland,2021,Northeast,5,Men's,Street Footwear,588,29281
Maryland,2021,Northeast,5,Women's,Apparel,313,17025
Maryland,2021,Northeast,5,Women's,Athletic Footwear,130,5110
Maryland,2021,Northeast,5,Women's,Street Footwear,188,7368
Maryland,2021,Northeast,6,Men's,Apparel,192,9557
Maryland,2021,Northeast,6,Men's,Athletic Footwear,325,14325
Maryland,2021,Northeast,6,Men's,Street Footwear,625,30874
Maryland,2021,Northeast,6,Women's,Apparel,384,20951
Maryland,2021,Northeast,6,Women's,Athletic Footwear,194,7628
Maryland,2021,Northeast,6,Women's,Street Footwear,222,8739
Maryland,2021,Northeast,7,Men's,Apparel,226,11095
Maryland,2021,Northeast,7,Men's,Athletic Footwear,347,15399
Maryland,2021,Northeast,7,Men's,Street Footwear,656,32668
Maryland,2021,Northeast,7,Women's,Apparel,452,24757
Maryland,2021,Northeast,7,Women's,Athletic Footwear,195,7620
Maryland,2021,Northeast,7,Women's,Street Footwear,260,10220
Maryland,2021,Northeast,8,Men's,Apparel,163,8035
Maryland,2021,Northeast,8,Men's,Athletic Footwear,358,15778
Maryland,2021,Northeast,8,Men's,Street Footwear,635,31479
Maryland,2021,Northeast,8,Women's,Apparel,381,20792
Maryland,2021,Northeast,8,Women's,Athletic Footwear,194,7628
Maryland,2021,Northeast,8,Women's,Street Footwear,260,10340
Maryland,2021,Northeast,9,Men's,Apparel,130,6439
Maryland,2021,Northeast,9,Men's,Athletic Footwear,288,12897
Maryland,2021,Northeast,9,Men's,Street Footwear,553,27521
Maryland,2021,Northeast,9,Women's,Apparel,250,13699
Maryland,2021,Northeast,9,Women's,Athletic Footwear,125,4900
Maryland,2021,Northeast,9,Women's,Street Footwear,161,6368
Maryland,2021,Northeast,10,Men's,Apparel,95,5620
Maryland,2021,Northeast,10,Men's,Athletic Footwear,258,12784
Maryland,2021,Northeast,10,Men's,Street Footwear,488,26500
Maryland,2021,Northeast,10,Women's,Apparel,252,16119
Maryland,2021,Northeast,10,Women's,Athletic Footwear,96,4779
Maryland,2021,Northeast,10,Women's,Street Footwear,125,6225
Maryland,2021,Northeast,11,Men's,Apparel,156,9236
Maryland,2021,Northeast,11,Men's,Athletic Footwear,226,11045
Maryland,2021,Northeast,11,Men's,Street Footwear,438,26104
Maryland,2021,Northeast,11,Women's,Apparel,288,18530
Maryland,2021,Northeast,11,Women's,Athletic Footwear,191,9468
Maryland,2021,Northeast,11,Women's,Street Footwear,218,10852
Maryland,2021,Northeast,12,Men's,Apparel,226,13254
Maryland,2021,Northeast,12,Men's,Athletic Footwear,315,15490
Maryland,2021,Northeast,12,Men's,Street Footwear,572,33954
Maryland,2021,Northeast,12,Women's,Apparel,347,22266
Maryland,2021,Northeast,12,Women's,Athletic Footwear,219,10906
Maryland,2021,Northeast,12,Women's,Street Footwear,290,14175
Massachusetts,2021,Northeast,1,Men's,Apparel,363,18501
Massachusetts,2021,Northeast,1,Men's,Athletic Footwear,526,22425
Massachusetts,2021,Northeast,1,Men's,Street Footwear,856,36578
Massachusetts,2021,Northeast,1,Women's,Apparel,527,22473
Massachusetts,2021,Northeast,1,Women's,Athletic Footwear,272,10253
Massachusetts,2021,Northeast,1,Women's,Street Footwear,517,17014
Massachusetts,2021,Northeast,2,Men's,Apparel,244,11376
Massachusetts,2021,Northeast,2,Men's,Athletic Footwear,358,15185
Massachusetts,2021,Northeast,2,Men's,Street Footwear,926,38794
Massachusetts,2021,Northeast,2,Women's,Apparel,405,15250
Massachusetts,2021,Northeast,2,Women's,Athletic Footwear,393,12951
Massachusetts,2021,Northeast,2,Women's,Street Footwear,434,14192
Massachusetts,2021,Northeast,3,Men's,Apparel,160,7450
Massachusetts,2021,Northeast,3,Men's,Athletic Footwear,283,10677
Massachusetts,2021,Northeast,3,Men's,Street Footwear,752,27966
Massachusetts,2021,Northeast,3,Women's,Apparel,322,12214
Massachusetts,2021,Northeast,3,Women's,Athletic Footwear,480,15783
Massachusetts,2021,Northeast,3,Women's,Street Footwear,310,8780
Massachusetts,2021,Northeast,4,Men's,Apparel,202,9319
Massachusetts,2021,Northeast,4,Men's,Athletic Footwear,246,9093
Massachusetts,2021,Northeast,4,Men's,Street Footwear,716,26618
Massachusetts,2021,Northeast,4,Women's,Apparel,452,17057
Massachusetts,2021,Northeast,4,Women's,Athletic Footwear,199,6392
Massachusetts,2021,Northeast,4,Women's,Street Footwear,242,6811
Massachusetts,2021,Northeast,5,Men's,Apparel,314,16039
Massachusetts,2021,Northeast,5,Men's,Athletic Footwear,322,14850
Massachusetts,2021,Northeast,5,Men's,Street Footwear,797,41154
Massachusetts,2021,Northeast,5,Women's,Apparel,517,28812
Massachusetts,2021,Northeast,5,Women's,Athletic Footwear,276,11671
Massachusetts,2021,Northeast,5,Women's,Street Footwear,349,14461
Massachusetts,2021,Northeast,6,Men's,Apparel,358,18269
Massachusetts,2021,Northeast,6,Men's,Athletic Footwear,533,24772
Massachusetts,2021,Northeast,6,Men's,Street Footwear,926,47173
Massachusetts,2021,Northeast,6,Women's,Apparel,596,33594
Massachusetts,2021,Northeast,6,Women's,Athletic Footwear,362,15238
Massachusetts,2021,Northeast,6,Women's,Street Footwear,393,16806
Massachusetts,2021,Northeast,7,Men's,Apparel,398,20633
Massachusetts,2021,Northeast,7,Men's,Athletic Footwear,560,26425
Massachusetts,2021,Northeast,7,Men's,Street Footwear,930,47459
Massachusetts,2021,Northeast,7,Women's,Apparel,685,37952
Massachusetts,2021,Northeast,7,Women's,Athletic Footwear,358,15207
Massachusetts,2021,Northeast,7,Women's,Street Footwear,440,18348
Massachusetts,2021,Northeast,8,Men's,Apparel,245,12489
Massachusetts,2021,Northeast,8,Men's,Athletic Footwear,550,25332
Massachusetts,2021,Northeast,8,Men's,Street Footwear,932,47514
Massachusetts,2021,Northeast,8,Women's,Apparel,514,29286
Massachusetts,2021,Northeast,8,Women's,Athletic Footwear,284,11815
Massachusetts,2021,Northeast,8,Women's,Street Footwear,429,17738
Massachusetts,2021,Northeast,9,Men's,Apparel,200,10241
Massachusetts,2021,Northeast,9,Men's,Athletic Footwear,401,18667
Massachusetts,2021,Northeast,9,Men's,Street Footwear,738,37412
Massachusetts,2021,Northeast,9,Women's,Apparel,365,20248
Massachusetts,2021,Northeast,9,Women's,Athletic Footwear,200,8463
Massachusetts,2021,Northeast,9,Women's,Street Footwear,236,9759
Massachusetts,2021,Northeast,10,Men's,Apparel,161,9908
Massachusetts,2021,Northeast,10,Men's,Athletic Footwear,349,17859
Massachusetts,2021,Northeast,10,Men's,Street Footwear,652,36120
Massachusetts,2021,Northeast,10,Women's,Apparel,358,23508
Massachusetts,2021,Northeast,10,Women's,Athletic Footwear,159,8174
Massachusetts,2021,Northeast,10,Women's,Street Footwear,197,10235
Massachusetts,2021,Northeast,11,Men's,Apparel,398,24560
Massachusetts,2021,Northeast,11,Men's,Athletic Footwear,492,25260
Massachusetts,2021,Northeast,11,Men's,Street Footwear,608,37261
Massachusetts,2021,Northeast,11,Women's,Apparel,571,36676
Massachusetts,2021,Northeast,11,Women's,Athletic Footwear,438,22691
Massachusetts,2021,Northeast,11,Women's,Street Footwear,469,24379
Massachusetts,2021,Northeast,12,Men's,Apparel,474,29388
Massachusetts,2021,Northeast,12,Men's,Athletic Footwear,593,30371
Massachusetts,2021,Northeast,12,Men's,Street Footwear,903,56053
Massachusetts,2021,Northeast,12,Women's,Apparel,640,41808
Massachusetts,2021,Northeast,12,Women's,Athletic Footwear,480,24915
Massachusetts,2021,Northeast,12,Women's,Street Footwear,560,28280
Michigan,2021,Midwest,1,Men's,Apparel,423,16822
Michigan,2021,Midwest,1,Men's,Athletic Footwear,548,16317
Michigan,2021,Midwest,1,Men's,Street Footwear,781,22962
Michigan,2021,Midwest,1,Women's,Apparel,548,16317
Michigan,2021,Midwest,1,Women's,Athletic Footwear,352,8723
Michigan,2021,Midwest,1,Women's,Street Footwear,548,10837
Michigan,2021,Midwest,2,Men's,Apparel,576,25416
Michigan,2021,Midwest,2,Men's,Athletic Footwear,419,12382
Michigan,2021,Midwest,2,Men's,Street Footwear,857,25528
Michigan,2021,Midwest,2,Women's,Apparel,688,23804
Michigan,2021,Midwest,2,Women's,Athletic Footwear,484,14301
Michigan,2021,Midwest,2,Women's,Street Footwear,488,9647
Michigan,2021,Midwest,3,Men's,Apparel,469,20917
Michigan,2021,Midwest,3,Men's,Athletic Footwear,576,19782
Michigan,2021,Midwest,3,Men's,Street Footwear,986,34294
Michigan,2021,Midwest,3,Women's,Apparel,618,21344
Michigan,2021,Midwest,3,Women's,Athletic Footwear,416,12388
Michigan,2021,Midwest,3,Women's,Street Footwear,599,14975
Michigan,2021,Midwest,4,Men's,Apparel,520,25400
Michigan,2021,Midwest,4,Men's,Athletic Footwear,536,21218
Michigan,2021,Midwest,4,Men's,Street Footwear,906,31167
Michigan,2021,Midwest,4,Women's,Apparel,677,26624
Michigan,2021,Midwest,4,Women's,Athletic Footwear,484,16613
Michigan,2021,Midwest,4,Women's,Street Footwear,585,17145
Michigan,2021,Midwest,5,Men's,Apparel,599,32572
Michigan,2021,Midwest,5,Men's,Athletic Footwear,650,32050
Michigan,2021,Midwest,5,Men's,Street Footwear,1002,49686
Michigan,2021,Midwest,5,Women's,Apparel,725,42750
Michigan,2021,Midwest,5,Women's,Athletic Footwear,576,25542
Michigan,2021,Midwest,5,Women's,Street Footwear,608,27227
Michigan,2021,Midwest,6,Men's,Apparel,677,40164
Michigan,2021,Midwest,6,Men's,Athletic Footwear,742,36432
Michigan,2021,Midwest,6,Men's,Street Footwear,1031,56086
Michigan,2021,Midwest,6,Women's,Apparel,844,54015
Michigan,2021,Midwest,6,Women's,Athletic Footwear,683,30419
Michigan,2021,Midwest,6,Women's,Street Footwear,688,30408
Michigan,2021,Midwest,7,Men's,Apparel,693,40722
Michigan,2021,Midwest,7,Men's,Athletic Footwear,839,45767
Michigan,2021,Midwest,7,Men's,Street Footwear,1125,66825
Michigan,2021,Midwest,7,Women's,Apparel,935,60145
Michigan,2021,Midwest,7,Women's,Athletic Footwear,683,33676
Michigan,2021,Midwest,7,Women's,Street Footwear,748,36708
Michigan,2021,Midwest,8,Men's,Apparel,635,28170
Michigan,2021,Midwest,8,Men's,Athletic Footwear,845,45500
Michigan,2021,Midwest,8,Men's,Street Footwear,1138,66965
Michigan,2021,Midwest,8,Women's,Apparel,851,41670
Michigan,2021,Midwest,8,Women's,Athletic Footwear,667,23203
Michigan,2021,Midwest,8,Women's,Street Footwear,719,31923
Michigan,2021,Midwest,9,Men's,Apparel,603,26623
Michigan,2021,Midwest,9,Men's,Athletic Footwear,774,30438
Michigan,2021,Midwest,9,Men's,Street Footwear,1032,45744
Michigan,2021,Midwest,9,Women's,Apparel,748,37054
Michigan,2021,Midwest,9,Women's,Athletic Footwear,594,20671
Michigan,2021,Midwest,9,Women's,Street Footwear,645,22430
Michigan,2021,Midwest,10,Men's,Apparel,512,25376
Michigan,2021,Midwest,10,Men's,Athletic Footwear,742,29179
Michigan,2021,Midwest,10,Men's,Street Footwear,975,48525
Michigan,2021,Midwest,10,Women's,Apparel,662,35999
Michigan,2021,Midwest,10,Women's,Athletic Footwear,516,20408
Michigan,2021,Midwest,10,Women's,Street Footwear,548,21551
Michigan,2021,Midwest,11,Men's,Apparel,576,34434
Michigan,2021,Midwest,11,Men's,Athletic Footwear,645,28590
Michigan,2021,Midwest,11,Men's,Street Footwear,871,43354
Michigan,2021,Midwest,11,Women's,Apparel,794,50595
Michigan,2021,Midwest,11,Women's,Athletic Footwear,613,27033
Michigan,2021,Midwest,11,Women's,Street Footwear,565,25185
Michigan,2021,Midwest,12,Men's,Apparel,693,40865
Michigan,2021,Midwest,12,Men's,Athletic Footwear,826,40596
Michigan,2021,Midwest,12,Men's,Street Footwear,1105,65025
Michigan,2021,Midwest,12,Women's,Apparel,813,51866
Michigan,2021,Midwest,12,Women's,Athletic Footwear,688,34124
Michigan,2021,Midwest,12,Women's,Street Footwear,768,38064
Minnesota,2020,Midwest,10,Men's,Apparel,383,16979
Minnesota,2020,Midwest,10,Men's,Athletic Footwear,348,12872
Minnesota,2020,Midwest,10,Men's,Street Footwear,1196,44144
Minnesota,2020,Midwest,10,Women's,Apparel,605,20915
Minnesota,2020,Midwest,10,Women's,Athletic Footwear,95,2790
Minnesota,2020,Midwest,10,Women's,Street Footwear,484,13187
Minnesota,2020,Midwest,11,Men's,Apparel,706,35472
Minnesota,2020,Midwest,11,Men's,Athletic Footwear,1308,56503
Minnesota,2020,Midwest,11,Men's,Street Footwear,2984,139956
Minnesota,2020,Midwest,11,Women's,Apparel,1555,79237
Minnesota,2020,Midwest,11,Women's,Athletic Footwear,548,20294
