Year-Month,Category,Subcategory,State,Units Sold,Total Sales,Total Operating Profit
2021-03,Street Footwear,Women's,Louisiana,636,35176,15278.8
2021-03,Street Footwear,Women's,Maryland,228,5647,2154.5299999999997
2021-03,Street Footwear,Women's,Massachusetts,310,8780,2487.6
2021-03,Street Footwear,Women's,Michigan,599,14975,4802.5
2021-03,Street Footwear,Women's,Mississippi,689,9663,4202.88
2021-03,Street Footwear,Women's,Missouri,445,10935,4067.6
2021-03,Street Footwear,Women's,Montana,1238,45471,19799.85
2021-03,Street Footwear,Women's,New Hampshire,480,18210,5910.9
2021-03,Street Footwear,Women's,New Jersey,284,7041,3000.48
2021-03,Street Footwear,Women's,New Mexico,636,33280,12627.039999999999
2021-03,Street Footwear,Women's,New York,736,25438,6943.93
2021-03,Street Footwear,Women's,North Carolina,806,15939,6788.28
2021-03,Street Footwear,Women's,North Dakota,281,5564,1796.88
2021-03,Street Footwear,Women's,Ohio,599,11980,5114.4
2021-03,Street Footwear,Women's,Oklahoma,438,4051,1721.45
2021-03,Street Footwear,Women's,Oregon,550,28593,10620.509999999998
2021-03,Street Footwear,Women's,Rhode Island,282,6500,2807.4
2021-03,Street Footwear,Women's,South Carolina,906,22469,6181.97
2021-03,Street Footwear,Women's,South Dakota,284,8343,2694.06
2021-03,Street Footwear,Women's,Tennessee,2282,59362,24354.53
2021-03,Street Footwear,Women's,Utah,652,12256,4681.6
2021-03,Street Footwear,Women's,Vermont,437,14198,5394.47
2021-03,Street Footwear,Women's,Virginia,553,28797,10983.07
2021-03,Street Footwear,Women's,West Virginia,416,8229,3533.66
2021-03,Street Footwear,Women's,Wisconsin,284,2781,908.64
2021-03,Street Footwear,Women's,Wyoming,699,20523,7585.35
2021-04,Apparel,Men's,Alaska,191,11296,3099.52
2021-04,Apparel,Men's,Arizona,236,12221,3981.14
2021-04,Apparel,Men's,Arkansas,398,15026,5656.73
2021-04,Apparel,Men's,California,3317,155724,89922.82
2021-04,Apparel,Men's,Connecticut,200,9340,3102.7
2021-04,Apparel,Men's,Delaware,195,9615,3201.75
2021-04,Apparel,Men's,Florida,318,18242,4218.099999999999
2021-04,Apparel,Men's,Georgia,284,14509,5585.389999999999
2021-04,Apparel,Men's,Hawaii,192,10434,1827.18
2021-04,Apparel,Men's,Idaho,438,14530,4726.38
2021-04,Apparel,Men's,Indiana,195,12495,4132.8
2021-04,Apparel,Men's,Iowa,159,9370,4890.7
2021-04,Apparel,Men's,Kansas,188,7482,2826.18
2021-04,Apparel,Men's,Kentucky,160,7895,2993.55
2021-04,Apparel,Men's,Louisiana,284,12058,5813.82
2021-04,Apparel,Men's,Maryland,65,2865,951.75
2021-04,Apparel,Men's,Massachusetts,202,9319,2569.0
2021-04,Apparel,Men's,Michigan,520,25400,10700.0
2021-04,Apparel,Men's,Mississippi,504,19018,7203.4400000000005
2021-04,Apparel,Men's,Missouri,290,11340,4203.0
2021-04,Apparel,Men's,New Hampshire,289,15961,5314.65
2021-04,Apparel,Men's,New Jersey,127,5688,1872.72
2021-04,Apparel,Men's,New Mexico,318,18008,5897.679999999999
2021-04,Apparel,Men's,New York,599,32325,12057.75
2021-04,Apparel,Men's,North Carolina,656,29127,11019.75
2021-04,Apparel,Men's,North Dakota,130,7740,2935.2
2021-04,Apparel,Men's,Ohio,476,21117,7899.99
2021-04,Apparel,Men's,Oklahoma,282,10472,4025.62
2021-04,Apparel,Men's,Oregon,200,9382,3953.6800000000003
2021-04,Apparel,Men's,Rhode Island,80,3405,1097.4
2021-04,Apparel,Men's,South Carolina,813,40086,15355.5
2021-04,Apparel,Men's,South Dakota,129,7624,2847.04
2021-04,Apparel,Men's,Tennessee,3595,147637,59807.76
2021-04,Apparel,Men's,Utah,437,14179,5315.75
2021-04,Apparel,Men's,Vermont,241,12361,4691.639999999999
2021-04,Apparel,Men's,Virginia,200,9565,4046.65
2021-04,Apparel,Men's,West Virginia,256,16360,7048.0
2021-04,Apparel,Men's,Wisconsin,126,7430,3886.6
2021-04,Apparel,Men's,Wyoming,531,26232,8467.44
2021-04,Apparel,Women's,Alaska,384,19116,6311.04
2021-04,Apparel,Women's,Arizona,530,34487,9586.48
2021-04,Apparel,Women's,Arkansas,636,18128,7723.68
2021-04,Apparel,Women's,California,5382,308365,69668.1
2021-04,Apparel,Women's,Connecticut,438,15928,6118.48
2021-04,Apparel,Women's,Delaware,378,14964,6400.56
2021-04,Apparel,Women's,Florida,597,42414,20585.55
2021-04,Apparel,Women's,Georgia,567,37387,10527.16
2021-04,Apparel,Women's,Hawaii,419,28954,12202.0
2021-04,Apparel,Women's,Idaho,864,24412,12914.4
2021-04,Apparel,Women's,Indiana,347,17134,7361.2
2021-04,Apparel,Women's,Iowa,313,15398,6506.96
2021-04,Apparel,Women's,Kansas,381,11349,4301.01
2021-04,Apparel,Women's,Kentucky,325,12700,5350.0
2021-04,Apparel,Women's,Louisiana,578,31572,12012.39
2021-04,Apparel,Women's,Maryland,252,8664,2832.16
2021-04,Apparel,Women's,Massachusetts,452,17057,5739.48
2021-04,Apparel,Women's,Michigan,677,26624,15430.560000000001
2021-04,Apparel,Women's,Mississippi,746,20956,10956.94
2021-04,Apparel,Women's,Missouri,455,13440,7043.4
2021-04,Apparel,Women's,New Hampshire,524,24091,8994.39
2021-04,Apparel,Women's,New Jersey,318,10994,4711.76
2021-04,Apparel,Women's,New Mexico,592,41590,11498.35
2021-04,Apparel,Women's,New York,756,33396,17657.4
2021-04,Apparel,Women's,North Carolina,864,29673,15501.779999999999
2021-04,Apparel,Women's,North Dakota,293,14582,6265.96
2021-04,Apparel,Women's,Ohio,662,23033,12215.2
2021-04,Apparel,Women's,Oklahoma,530,14824,6397.66
2021-04,Apparel,Women's,Oregon,474,28866,9579.6
2021-04,Apparel,Women's,Rhode Island,310,10210,4344.4
2021-04,Apparel,Women's,South Carolina,984,39151,20635.13
2021-04,Apparel,Women's,South Dakota,286,14178,6051.84
2021-04,Apparel,Women's,Tennessee,6055,261533,156797.39
2021-04,Apparel,Women's,Utah,648,15408,8027.2
2021-04,Apparel,Women's,Vermont,480,20700,8845.2
2021-04,Apparel,Women's,Virginia,468,28722,9569.28
2021-04,Apparel,Women's,West Virginia,419,20668,8753.18
2021-04,Apparel,Women's,Wisconsin,286,14239,6143.95
2021-04,Apparel,Women's,Wyoming,699,27364,7377.4
2021-04,Athletic Footwear,Men's,Alaska,286,15425,5856.25
2021-04,Athletic Footwear,Men's,Arizona,480,24600,10450.2
2021-04,Athletic Footwear,Men's,Arkansas,483,11484,4393.5599999999995
2021-04,Athletic Footwear,Men's,California,4494,208691,57614.68
2021-04,Athletic Footwear,Men's,Connecticut,322,12124,5257.0
2021-04,Athletic Footwear,Men's,Delaware,286,11318,4239.46
2021-04,Athletic Footwear,Men's,Florida,553,36323,9834.65
2021-04,Athletic Footwear,Men's,Georgia,524,26803,11258.8
2021-04,Athletic Footwear,Men's,Hawaii,381,24441,5629.35
2021-04,Athletic Footwear,Men's,Idaho,1060,29670,11300.25
2021-04,Athletic Footwear,Men's,Indiana,254,6242,2645.84
2021-04,Athletic Footwear,Men's,Iowa,224,4382,1657.18
2021-04,Athletic Footwear,Men's,Kansas,258,6450,2446.0
2021-04,Athletic Footwear,Men's,Kentucky,224,9884,3720.5699999999997
2021-04,Athletic Footwear,Men's,Louisiana,520,26303,11209.919999999998
2021-04,Athletic Footwear,Men's,Maryland,156,5367,1997.49
2021-04,Athletic Footwear,Men's,Massachusetts,246,9093,3046.68
2021-04,Athletic Footwear,Men's,Michigan,536,21218,9035.539999999999
2021-04,Athletic Footwear,Men's,Mississippi,600,14202,5462.75
2021-04,Athletic Footwear,Men's,Missouri,347,10194,3840.06
2021-04,Athletic Footwear,Men's,New Hampshire,403,19062,8189.200000000001
2021-04,Athletic Footwear,Men's,New Jersey,226,7808,2917.93
2021-04,Athletic Footwear,Men's,New Mexico,557,31469,13447.02
2021-04,Athletic Footwear,Men's,New York,672,29946,11113.2
2021-04,Athletic Footwear,Men's,North Carolina,730,21590,8077.3
2021-04,Athletic Footwear,Men's,North Dakota,194,5732,1879.76
2021-04,Athletic Footwear,Men's,Ohio,536,15858,5985.42
2021-04,Athletic Footwear,Men's,Oklahoma,369,8542,3240.93
2021-04,Athletic Footwear,Men's,Oregon,446,24414,9378.3
2021-04,Athletic Footwear,Men's,Rhode Island,198,6351,2427.25
2021-04,Athletic Footwear,Men's,South Carolina,857,29813,11115.23
2021-04,Athletic Footwear,Men's,South Dakota,192,7638,2471.58
2021-04,Athletic Footwear,Men's,Tennessee,6006,246859,114375.48999999999
2021-04,Athletic Footwear,Men's,Utah,530,12695,4722.65
2021-04,Athletic Footwear,Men's,Vermont,349,14913,7071.49
2021-04,Athletic Footwear,Men's,Virginia,429,24311,9262.48
2021-04,Athletic Footwear,Men's,West Virginia,325,9600,4155.0
2021-04,Athletic Footwear,Men's,Wisconsin,189,3780,1408.8
2021-04,Athletic Footwear,Men's,Wyoming,640,25460,8457.0
2021-04,Athletic Footwear,Women's,Alaska,194,9567,2639.91
2021-04,Athletic Footwear,Women's,Arizona,403,19070,7348.0
2021-04,Athletic Footwear,Women's,Arkansas,365,6760,2937.8700000000003
2021-04,Athletic Footwear,Women's,California,3808,159168,60333.46
2021-04,Athletic Footwear,Women's,Connecticut,204,6657,2200.8199999999997
2021-04,Athletic Footwear,Women's,Delaware,194,6658,2818.08
2021-04,Athletic Footwear,Women's,Florida,474,24558,8207.1
2021-04,Athletic Footwear,Women's,Georgia,440,20902,9049.6
2021-04,Athletic Footwear,Women's,Hawaii,323,16004,4351.4
2021-04,Athletic Footwear,Women's,Idaho,604,16847,8001.65
2021-04,Athletic Footwear,Women's,Indiana,161,3183,1202.97
2021-04,Athletic Footwear,Women's,Iowa,128,1919,638.6999999999999
2021-04,Athletic Footwear,Women's,Kansas,160,3164,1173.8999999999999
2021-04,Athletic Footwear,Women's,Kentucky,129,5718,2409.0
2021-04,Athletic Footwear,Women's,Louisiana,440,16343,7035.23
2021-04,Athletic Footwear,Women's,Maryland,63,1851,689.97
2021-04,Athletic Footwear,Women's,Massachusetts,199,6392,1781.71
2021-04,Athletic Footwear,Women's,Michigan,484,16613,6198.23
2021-04,Athletic Footwear,Women's,Mississippi,471,8960,3801.08
2021-04,Athletic Footwear,Women's,Missouri,252,6196,2621.92
2021-04,Athletic Footwear,Women's,New Hampshire,277,11885,3839.7599999999998
2021-04,Athletic Footwear,Women's,New Jersey,127,3729,1571.79
2021-04,Athletic Footwear,Women's,New Mexico,483,24750,9321.36
2021-04,Athletic Footwear,Women's,New York,585,22995,7447.95
2021-04,Athletic Footwear,Women's,North Carolina,640,15859,6814.0
2021-04,Athletic Footwear,Women's,North Dakota,97,2402,789.2399999999999
2021-04,Athletic Footwear,Women's,Ohio,452,11197,4723.6
2021-04,Athletic Footwear,Women's,Oklahoma,242,4514,1932.0500000000002
2021-04,Athletic Footwear,Women's,Oregon,358,15088,5715.85
2021-04,Athletic Footwear,Women's,Rhode Island,80,2234,960.46
2021-04,Athletic Footwear,Women's,South Carolina,780,22859,7489.5
2021-04,Athletic Footwear,Women's,South Dakota,95,3305,1079.9
2021-04,Athletic Footwear,Women's,Tennessee,4156,159283,89072.53000000001
2021-04,Athletic Footwear,Women's,Utah,395,7310,3140.3
2021-04,Athletic Footwear,Women's,Vermont,244,9084,3492.0
2021-04,Athletic Footwear,Women's,Virginia,349,14653,5563.11
2021-04,Athletic Footwear,Women's,West Virginia,222,5549,2360.6000000000004
2021-04,Athletic Footwear,Women's,Wisconsin,97,1454,472.5
2021-04,Athletic Footwear,Women's,Wyoming,544,18802,7051.94
2021-04,Street Footwear,Men's,Alaska,656,35949,13360.29
2021-04,Street Footwear,Men's,Arizona,805,38240,14218.0
2021-04,Street Footwear,Men's,Arkansas,978,22878,9905.28
2021-04,Street Footwear,Men's,California,5476,230346,99074.2
2021-04,Street Footwear,Men's,Connecticut,805,29740,12696.4
2021-04,Street Footwear,Men's,Delaware,656,25716,9708.0
2021-04,Street Footwear,Men's,Florida,859,52343,17211.84
2021-04,Street Footwear,Men's,Georgia,846,39263,16606.79
2021-04,Street Footwear,Men's,Hawaii,630,37670,10261.2
2021-04,Street Footwear,Men's,Idaho,1060,19930,7645.85
2021-04,Street Footwear,Men's,Indiana,625,15375,6581.25
2021-04,Street Footwear,Men's,Iowa,599,11980,3966.0
2021-04,Street Footwear,Men's,Kansas,650,16100,5995.0
2021-04,Street Footwear,Men's,Kentucky,594,26254,11233.45
2021-04,Street Footwear,Men's,Louisiana,835,39450,17044.8
2021-04,Street Footwear,Men's,Maryland,553,19099,8104.24
2021-04,Street Footwear,Men's,Massachusetts,716,26618,8777.46
2021-04,Street Footwear,Men's,Michigan,906,31167,16162.7
2021-04,Street Footwear,Men's,Mississippi,1067,24999,10713.26
2021-04,Street Footwear,Men's,Missouri,719,24877,10521.04
2021-04,Street Footwear,Men's,New Hampshire,891,41063,17509.58
2021-04,Street Footwear,Men's,New Jersey,608,21147,8079.75
2021-04,Street Footwear,Men's,New Mexico,869,44869,16963.1
2021-04,Street Footwear,Men's,New York,1073,47541,22539.21
2021-04,Street Footwear,Men's,North Carolina,1138,33351,14334.54
2021-04,Street Footwear,Men's,North Dakota,563,16664,6275.36
2021-04,Street Footwear,Men's,Ohio,943,27854,12057.2
2021-04,Street Footwear,Men's,Oklahoma,861,20453,8876.24
2021-04,Street Footwear,Men's,Oregon,765,39753,14901.349999999999
2021-04,Street Footwear,Men's,Rhode Island,668,22123,8499.05
2021-04,Street Footwear,Men's,South Carolina,1258,43464,20679.48
2021-04,Street Footwear,Men's,South Dakota,563,22294,8275.24
2021-04,Street Footwear,Men's,Tennessee,6028,213305,99268.60999999999
2021-04,Street Footwear,Men's,Utah,1000,27517,11728.3
2021-04,Street Footwear,Men's,Vermont,830,34282,16397.57
2021-04,Street Footwear,Men's,Virginia,746,38159,14305.61
2021-04,Street Footwear,Men's,West Virginia,693,20361,8569.11
2021-04,Street Footwear,Men's,Wisconsin,572,11196,3600.3599999999997
2021-04,Street Footwear,Men's,Wyoming,1008,40112,21029.44
2021-04,Street Footwear,Women's,Alaska,286,12809,3604.8500000000004
2021-04,Street Footwear,Women's,Arizona,575,29516,11198.92
2021-04,Street Footwear,Women's,Arkansas,471,6606,2842.32
2021-04,Street Footwear,Women's,California,4428,206293,88948.03
2021-04,Street Footwear,Women's,Connecticut,320,8904,2959.12
2021-04,Street Footwear,Women's,Delaware,284,8343,3576.15
2021-04,Street Footwear,Women's,Florida,652,42388,13846.32
2021-04,Street Footwear,Women's,Georgia,582,29393,11073.91
2021-04,Street Footwear,Women's,Hawaii,441,28210,7762.3
2021-04,Street Footwear,Women's,Idaho,775,18264,6851.4
2021-04,Street Footwear,Women's,Indiana,252,3728,1414.0
2021-04,Street Footwear,Women's,Iowa,228,2280,758.2
2021-04,Street Footwear,Women's,Kansas,260,3840,1470.0
2021-04,Street Footwear,Women's,Kentucky,224,8862,3824.1000000000004
2021-04,Street Footwear,Women's,Louisiana,600,30885,13050.6
2021-04,Street Footwear,Women's,Maryland,158,3917,1481.83
2021-04,Street Footwear,Women's,Massachusetts,242,6811,1888.97
2021-04,Street Footwear,Women's,Michigan,585,17145,5580.9
2021-04,Street Footwear,Women's,Mississippi,600,8403,3641.5
2021-04,Street Footwear,Women's,Missouri,358,6994,2657.0599999999995
2021-04,Street Footwear,Women's,New Hampshire,403,14854,4927.76
2021-04,Street Footwear,Women's,New Jersey,226,5599,2362.0
2021-04,Street Footwear,Women's,New Mexico,656,36540,14177.2
2021-04,Street Footwear,Women's,New York,677,23543,6454.23
2021-04,Street Footwear,Women's,North Carolina,719,14380,6184.0
2021-04,Street Footwear,Women's,North Dakota,191,3779,1227.18
2021-04,Street Footwear,Women's,Ohio,531,10514,4467.42
2021-04,Street Footwear,Women's,Oklahoma,363,5027,2176.56
2021-04,Street Footwear,Women's,Oregon,524,29533,11265.779999999999
2021-04,Street Footwear,Women's,Rhode Island,205,4693,1994.96
2021-04,Street Footwear,Women's,South Carolina,857,21243,5878.59
2021-04,Street Footwear,Women's,South Dakota,195,5805,1872.0
2021-04,Street Footwear,Women's,Tennessee,6174,241667,113476.81999999999
2021-04,Street Footwear,Women's,Utah,530,7317,2776.07
2021-04,Street Footwear,Women's,Vermont,364,11805,4573.25
2021-04,Street Footwear,Women's,Virginia,524,29019,10928.43
2021-04,Street Footwear,Women's,West Virginia,318,6292,2697.6800000000003
2021-04,Street Footwear,Women's,Wisconsin,191,1869,608.67
2021-04,Street Footwear,Women's,Wyoming,645,19060,7117.6
2021-05,Apparel,Men's,Alaska,344,22153,6094.39
2021-05,Apparel,Men's,Arizona,320,16376,5310.72
2021-05,Apparel,Men's,Arkansas,521,21746,8181.579999999999
2021-05,Apparel,Men's,California,5057,283835,164790.94
2021-05,Apparel,Men's,Connecticut,403,20320,6739.549999999999
2021-05,Apparel,Men's,Delaware,349,18824,6091.2
2021-05,Apparel,Men's,Florida,361,18766,4320.32
2021-05,Apparel,Men's,Georgia,355,18061,6887.37
2021-05,Apparel,Men's,Hawaii,221,13030,2283.4
2021-05,Apparel,Men's,Idaho,640,29720,9684.0
2021-05,Apparel,Men's,Indiana,258,11551,3848.0999999999995
2021-05,Apparel,Men's,Iowa,192,8555,4548.4
2021-05,Apparel,Men's,Kansas,281,12532,4747.4
2021-05,Apparel,Men's,Kentucky,192,9432,3513.72
2021-05,Apparel,Men's,Louisiana,367,13804,6613.32
2021-05,Apparel,Men's,Maryland,161,8013,2615.58
2021-05,Apparel,Men's,Massachusetts,314,16039,4430.95
2021-05,Apparel,Men's,Michigan,599,32572,13867.039999999999
2021-05,Apparel,Men's,Mississippi,648,27243,10330.169999999998
2021-05,Apparel,Men's,Missouri,320,14329,5415.549999999999
2021-05,Apparel,Men's,Nebraska,316,14024,5236.839999999999
2021-05,Apparel,Men's,New Hampshire,468,29094,9558.9
2021-05,Apparel,Men's,New Jersey,293,14445,4685.0599999999995
2021-05,Apparel,Men's,New Mexico,393,22150,7257.3
2021-05,Apparel,Men's,New York,662,39172,14784.279999999999
2021-05,Apparel,Men's,North Carolina,750,36899,13880.65
2021-05,Apparel,Men's,North Dakota,156,7675,2871.6299999999997
2021-05,Apparel,Men's,Ohio,576,28673,10714.689999999999
2021-05,Apparel,Men's,Oklahoma,405,17114,6470.799999999999
2021-05,Apparel,Men's,Oregon,277,11592,4983.96
2021-05,Apparel,Men's,Rhode Island,275,13163,4325.5
2021-05,Apparel,Men's,South Carolina,896,48887,18668.65
2021-05,Apparel,Men's,South Dakota,163,8812,3374.8999999999996
2021-05,Apparel,Men's,Tennessee,2690,125549,53648.229999999996
2021-05,Apparel,Men's,Utah,465,17535,6758.7
2021-05,Apparel,Men's,Vermont,438,24646,9352.46
2021-05,Apparel,Men's,Virginia,278,11866,5103.320000000001
2021-05,Apparel,Men's,West Virginia,293,12980,5591.84
2021-05,Apparel,Men's,Wisconsin,228,10206,5359.52
2021-05,Apparel,Men's,Wyoming,608,29735,9638.7
2021-05,Apparel,Women's,Alaska,500,34700,11147.0
2021-05,Apparel,Women's,Arizona,597,39094,10726.3
2021-05,Apparel,Women's,Arkansas,681,28793,12584.75
2021-05,Apparel,Women's,California,5460,330228,75786.54
2021-05,Apparel,Women's,Connecticut,616,33963,13124.509999999998
2021-05,Apparel,Women's,Delaware,504,29616,12688.8
2021-05,Apparel,Women's,Florida,921,60145,28738.16
2021-05,Apparel,Women's,Georgia,644,42252,12109.32
2021-05,Apparel,Women's,Hawaii,618,45492,19676.85
2021-05,Apparel,Women's,Idaho,1208,50826,26999.28
2021-05,Apparel,Women's,Indiana,416,22697,9657.560000000001
2021-05,Apparel,Women's,Iowa,344,16923,7150.08
2021-05,Apparel,Women's,Kansas,419,18572,6895.0
2021-05,Apparel,Women's,Kentucky,358,19358,8208.83
2021-05,Apparel,Women's,Louisiana,920,55416,20790.3
2021-05,Apparel,Women's,Maryland,313,17025,5467.86
2021-05,Apparel,Women's,Massachusetts,517,28812,9354.88
2021-05,Apparel,Women's,Michigan,725,42750,24750.0
2021-05,Apparel,Women's,Mississippi,790,36829,19650.7
2021-05,Apparel,Women's,Missouri,455,22224,11584.5
2021-05,Apparel,Women's,Nebraska,293,10051,5264.86
2021-05,Apparel,Women's,New Hampshire,680,43665,16362.599999999999
2021-05,Apparel,Women's,New Jersey,452,24451,10404.64
2021-05,Apparel,Women's,New Mexico,672,47202,13207.08
2021-05,Apparel,Women's,New York,794,50596,26594.23
2021-05,Apparel,Women's,North Carolina,903,48852,25668.36
2021-05,Apparel,Women's,North Dakota,325,17649,7488.6
2021-05,Apparel,Women's,Ohio,693,37828,19975.06
2021-05,Apparel,Women's,Oklahoma,564,23693,10162.52
2021-05,Apparel,Women's,Oregon,856,47990,16154.279999999999
2021-05,Apparel,Women's,Rhode Island,474,24059,10305.08
2021-05,Apparel,Women's,South Carolina,1000,59800,31080.0
2021-05,Apparel,Women's,South Dakota,318,18944,8011.4400000000005
2021-05,Apparel,Women's,Tennessee,4063,210397,132181.26
2021-05,Apparel,Women's,Utah,648,27375,14766.220000000001
2021-05,Apparel,Women's,Vermont,640,38840,16738.4
2021-05,Apparel,Women's,Virginia,845,47404,15697.36
2021-05,Apparel,Women's,West Virginia,445,24189,10416.6
2021-05,Apparel,Women's,Wisconsin,390,19229,8156.900000000001
2021-05,Apparel,Women's,Wyoming,756,41112,11494.8
2021-05,Athletic Footwear,Men's,Alaska,347,20532,7589.4000000000015
2021-05,Athletic Footwear,Men's,Arizona,604,30790,13237.98
2021-05,Athletic Footwear,Men's,Arkansas,604,22542,8761.16
2021-05,Athletic Footwear,Men's,California,6727,347244,96714.21
2021-05,Athletic Footwear,Men's,Connecticut,406,18909,8135.32
2021-05,Athletic Footwear,Men's,Delaware,344,16993,6271.85
2021-05,Athletic Footwear,Men's,Florida,685,41377,11678.41
2021-05,Athletic Footwear,Men's,Georgia,644,32512,13923.52
2021-05,Athletic Footwear,Men's,Hawaii,473,28184,6375.72
2021-05,Athletic Footwear,Men's,Idaho,1168,32672,12474.679999999998
2021-05,Athletic Footwear,Men's,Indiana,323,12701,5485.55
2021-05,Athletic Footwear,Men's,Iowa,288,11331,4222.26
2021-05,Athletic Footwear,Men's,Kansas,352,14003,5291.44
2021-05,Athletic Footwear,Men's,Kentucky,293,12981,4971.75
2021-05,Athletic Footwear,Men's,Louisiana,628,29820,12696.8
2021-05,Athletic Footwear,Men's,Maryland,222,9849,3664.29
2021-05,Athletic Footwear,Men's,Massachusetts,322,14850,4923.66
2021-05,Athletic Footwear,Men's,Michigan,650,32050,13877.5
2021-05,Athletic Footwear,Men's,Mississippi,721,26767,10088.349999999999
2021-05,Athletic Footwear,Men's,Missouri,413,14367,5387.49
2021-05,Athletic Footwear,Men's,Nebraska,163,5629,2158.25
2021-05,Athletic Footwear,Men's,New Hampshire,480,26418,11336.52
2021-05,Athletic Footwear,Men's,New Jersey,293,12913,4937.75
2021-05,Athletic Footwear,Men's,New Mexico,672,38194,16110.900000000001
2021-05,Athletic Footwear,Men's,New York,736,40158,15079.26
2021-05,Athletic Footwear,Men's,North Carolina,832,36894,13753.74
2021-05,Athletic Footwear,Men's,North Dakota,254,11214,3674.16
2021-05,Athletic Footwear,Men's,Ohio,635,28440,10785.599999999999
2021-05,Athletic Footwear,Men's,Oklahoma,480,18090,6751.71
2021-05,Athletic Footwear,Men's,Oregon,564,28424,10722.1
2021-05,Athletic Footwear,Men's,Rhode Island,282,11838,4391.12
2021-05,Athletic Footwear,Men's,South Carolina,938,45960,16932.0
2021-05,Athletic Footwear,Men's,South Dakota,260,12700,4215.0
2021-05,Athletic Footwear,Men's,Tennessee,3645,137073,64161.079999999994
2021-05,Athletic Footwear,Men's,Utah,604,16995,6555.429999999999
2021-05,Athletic Footwear,Men's,Vermont,449,23299,11190.99
2021-05,Athletic Footwear,Men's,Virginia,553,28448,10708.6
2021-05,Athletic Footwear,Men's,West Virginia,387,15219,6441.6900000000005
2021-05,Athletic Footwear,Men's,Wisconsin,250,9950,3755.5
2021-05,Athletic Footwear,Men's,Wyoming,677,29857,9580.3
2021-05,Athletic Footwear,Women's,Alaska,313,16963,4658.4400000000005
2021-05,Athletic Footwear,Women's,Arizona,483,23037,8796.99
2021-05,Athletic Footwear,Women's,Arkansas,468,15312,6620.76
2021-05,Athletic Footwear,Women's,California,5282,245796,93501.92
2021-05,Athletic Footwear,Women's,Connecticut,362,15265,4955.46
2021-05,Athletic Footwear,Women's,Delaware,315,13915,5885.8
2021-05,Athletic Footwear,Women's,Florida,520,28865,9501.38
2021-05,Athletic Footwear,Women's,Georgia,530,24403,10476.26
2021-05,Athletic Footwear,Women's,Hawaii,355,19284,5445.0
2021-05,Athletic Footwear,Women's,Idaho,785,25510,12094.5
2021-05,Athletic Footwear,Women's,Indiana,224,7791,2960.09
2021-05,Athletic Footwear,Women's,Iowa,159,5497,1806.18
2021-05,Athletic Footwear,Women's,Kansas,258,8856,3378.0
2021-05,Athletic Footwear,Women's,Kentucky,163,6444,2779.76
2021-05,Athletic Footwear,Women's,Louisiana,511,21698,9190.589999999998
2021-05,Athletic Footwear,Women's,Maryland,130,5110,1932.8
2021-05,Athletic Footwear,Women's,Massachusetts,276,11671,3293.67
2021-05,Athletic Footwear,Women's,Michigan,576,25542,9733.5
2021-05,Athletic Footwear,Women's,Mississippi,592,19242,8230.47
2021-05,Athletic Footwear,Women's,Missouri,290,8635,3736.75
2021-05,Athletic Footwear,Women's,Nebraska,64,1906,803.0
2021-05,Athletic Footwear,Women's,New Hampshire,446,23016,7470.04
2021-05,Athletic Footwear,Women's,New Jersey,256,10128,4264.0
2021-05,Athletic Footwear,Women's,New Mexico,550,28578,10794.029999999999
2021-05,Athletic Footwear,Women's,New York,630,31110,9944.0
2021-05,Athletic Footwear,Women's,North Carolina,725,28700,12278.0
2021-05,Athletic Footwear,Women's,North Dakota,126,4936,1611.84
2021-05,Athletic Footwear,Women's,Ohio,548,21674,9370.7
2021-05,Athletic Footwear,Women's,Oklahoma,358,11805,5061.38
2021-05,Athletic Footwear,Women's,Oregon,452,20919,7974.44
2021-05,Athletic Footwear,Women's,Rhode Island,245,9093,3925.7400000000002
2021-05,Athletic Footwear,Women's,South Carolina,857,38201,12399.42
2021-05,Athletic Footwear,Women's,South Dakota,126,5618,1853.1
2021-05,Athletic Footwear,Women's,Tennessee,2361,113720,65792.12000000001
2021-05,Athletic Footwear,Women's,Utah,441,10317,4428.780000000001
2021-05,Athletic Footwear,Women's,Vermont,398,18810,7108.3
2021-05,Athletic Footwear,Women's,Virginia,429,19798,7499.9
2021-05,Athletic Footwear,Women's,West Virginia,250,8650,3707.5
2021-05,Athletic Footwear,Women's,Wisconsin,188,6466,2110.04
2021-05,Athletic Footwear,Women's,Wyoming,581,23109,8854.5
2021-05,Street Footwear,Men's,Alaska,730,46490,17687.5
2021-05,Street Footwear,Men's,Arizona,856,40151,15091.69
2021-05,Street Footwear,Men's,Arkansas,1079,39787,17258.74
2021-05,Street Footwear,Men's,California,7604,355427,152599.93
2021-05,Street Footwear,Men's,Connecticut,878,45282,19261.88
2021-05,Street Footwear,Men's,Delaware,730,39509,14888.949999999999
2021-05,Street Footwear,Men's,Florida,931,52334,17134.22
2021-05,Street Footwear,Men's,Georgia,897,41939,18243.54
2021-05,Street Footwear,Men's,Hawaii,683,36932,10199.96
2021-05,Street Footwear,Men's,Idaho,1113,20594,7961.8
2021-05,Street Footwear,Men's,Indiana,709,41556,17508.0
2021-05,Street Footwear,Men's,Iowa,666,39522,12855.24
2021-05,Street Footwear,Men's,Kansas,713,27948,10296.599999999999
2021-05,Street Footwear,Men's,Kentucky,676,33644,14298.44
2021-05,Street Footwear,Men's,Louisiana,886,37262,15968.16
