Year-Month,Category,Subcategory,State,Region,Year,Month_Number,Price per Unit,Units Sold,Total Sales,Profit per Unit,Operating Margin,Total Operating Profit
2021-06,Athletic Footwear,Women's,Arizona,West,6063,18,134.0,550,25860,55.699999999999996,1.25,9906.0
2021-06,Athletic Footwear,Women's,Arkansas,South,6063,18,106.0,597,22222,48.0,1.36,9467.76
2021-06,Athletic Footwear,Women's,California,West,6063,18,104.0,200,7365,47.66,1.3800000000000001,3163.38
2021-06,Athletic Footwear,Women's,Connecticut,Northeast,6063,18,122.0,440,18710,43.39,1.0699999999999998,6164.95
2021-06,Athletic Footwear,Women's,Delaware,Northeast,4042,12,86.0,375,16575,40.550000000000004,0.9500000000000001,7091.25
2021-06,Athletic Footwear,Women's,Florida,Southeast,6063,18,228.0,926,73746,82.25999999999999,1.0899999999999999,24461.52
2021-06,Athletic Footwear,Women's,Georgia,Southeast,6063,18,132.0,652,30236,59.18000000000001,1.34,12871.880000000001
2021-06,Athletic Footwear,Women's,Hawaii,West,4042,12,149.0,608,45467,46.870000000000005,0.63,12646.21
2021-06,Athletic Footwear,Women's,Idaho,West,6063,18,131.0,880,40535,66.99000000000001,1.53,19448.55
2021-06,Athletic Footwear,Women's,Illinois,Midwest,16168,48,352.0,445,19845,161.84,3.6900000000000004,8443.95
2021-06,Athletic Footwear,Women's,Indiana,Midwest,4042,12,59.0,221,6584,24.13,0.82,2464.4799999999996
2021-06,Athletic Footwear,Women's,Iowa,Midwest,4042,12,49.00000000000001,219,5431,18.060000000000002,0.74,1777.1399999999999
2021-06,Athletic Footwear,Women's,Kansas,Midwest,4042,12,78.0,355,14040,31.099999999999994,0.7999999999999999,5217.999999999999
2021-06,Athletic Footwear,Women's,Kentucky,Southeast,4042,12,59.0,252,7508,27.950000000000003,0.9500000000000001,3229.4
2021-06,Athletic Footwear,Women's,Louisiana,South,6063,18,226.0,920,72933,106.82999999999998,1.42,31913.42
2021-06,Athletic Footwear,Women's,Maryland,Northeast,4042,12,77.0,194,7628,32.5,0.85,2914.0
2021-06,Athletic Footwear,Women's,Massachusetts,Northeast,6063,18,120.0,362,15238,35.12,0.88,4149.44
2021-06,Athletic Footwear,Women's,Michigan,Midwest,4042,12,88.0,683,30419,36.39,0.83,11529.869999999999
2021-06,Athletic Footwear,Women's,Mississippi,South,6063,18,122.0,716,30347,54.120000000000005,1.33,12793.880000000001
2021-06,Athletic Footwear,Women's,Missouri,Midwest,4042,12,48.00000000000001,441,10843,21.5,0.9,4546.5
2021-06,Athletic Footwear,Women's,Nebraska,Midwest,20210,60,319.0,442,14309,89.75999999999999,4.67,6084.12
2021-06,Athletic Footwear,Women's,New Hampshire,Northeast,6063,18,144.0,520,26455,50.92,1.06,8658.26
2021-06,Athletic Footwear,Women's,New Jersey,Northeast,4042,12,79.0,315,12535,37.06,0.9400000000000001,5368.9
2021-06,Athletic Footwear,Women's,New Mexico,West,6063,18,146.0,659,33835,58.349999999999994,1.2,12651.449999999999
2021-06,Athletic Footwear,Women's,New York,Northeast,4042,12,99.0,719,35806,35.09,0.71,11517.96
2021-06,Athletic Footwear,Women's,North Carolina,Southeast,4042,12,99.0,819,40781,44.99,0.91,17223.31
2021-06,Athletic Footwear,Women's,North Dakota,Midwest,4042,12,59.0,226,6729,21.18,0.72,2196.18
2021-06,Athletic Footwear,Women's,Ohio,Midwest,4042,12,99.0,640,31860,44.989999999999995,0.91,13498.6
2021-06,Athletic Footwear,Women's,Oklahoma,South,6063,18,107.0,489,18264,48.05,1.35,7784.1
2021-06,Athletic Footwear,Women's,Oregon,West,6063,18,216.0,862,64790,90.42,1.26,25096.179999999997
2021-06,Athletic Footwear,Women's,Rhode Island,Northeast,6063,18,105.0,330,12160,49.02,1.4000000000000001,5300.8
2021-06,Athletic Footwear,Women's,South Carolina,Southeast,4042,12,97.0,968,47746,36.15,0.75,15860.7
2021-06,Athletic Footwear,Women's,South Dakota,Midwest,4042,12,67.0,224,7693,24.9,0.75,2543.1
2021-06,Athletic Footwear,Women's,Utah,West,6063,18,52.00000000000001,640,11768,23.28,1.34,4984.4
2021-06,Athletic Footwear,Women's,Vermont,Northeast,6063,18,135.0,492,23106,53.849999999999994,1.2,8703.9
2021-06,Athletic Footwear,Women's,Virginia,Southeast,6063,18,213.0,851,63448,88.29,1.25,24311.6
2021-06,Athletic Footwear,Women's,West Virginia,Northeast,4042,12,68.0,344,11902,31.16,0.92,5034.04
2021-06,Athletic Footwear,Women's,Wisconsin,Midwest,4042,12,49.00000000000001,222,5503,17.34,0.71,1774.98
2021-06,Athletic Footwear,Women's,Wyoming,West,4042,12,78.0,640,25320,31.859999999999996,0.82,9500.4
2021-06,Street Footwear,Men's,Alaska,West,4042,12,124.0,839,53401,49.89,0.81,19916.960000000003
2021-06,Street Footwear,Men's,Arizona,West,6063,18,135.0,975,45916,55.449999999999996,1.23,17406.04
2021-06,Street Footwear,Men's,Arkansas,South,6063,18,104.0,1114,40916,46.32,1.34,17361.52
2021-06,Street Footwear,Men's,Connecticut,Northeast,6063,18,145.0,1006,51364,68.29936000000001,1.4200000000000002,22434.9
2021-06,Street Footwear,Men's,Delaware,Northeast,4042,12,106.0,839,45388,42.70946153846154,0.8099999999999999,16946.09
2021-06,Street Footwear,Men's,Florida,Southeast,6063,18,176.0,1320,80827,62.94963636363636,1.0699999999999998,26560.55
2021-06,Street Footwear,Men's,Georgia,Southeast,6063,18,131.0,1054,48951,59.43,1.36,20846.03
2021-06,Street Footwear,Men's,Hawaii,West,4042,12,137.0,935,64820,44.3,0.65,18315.5
2021-06,Street Footwear,Men's,Idaho,West,6063,18,118.0,1178,49163,48.11,1.22,18570.34
2021-06,Street Footwear,Men's,Illinois,Midwest,20210,60,498.0,3158,159133,231.87,4.67,68155.42
2021-06,Street Footwear,Men's,Indiana,Midwest,4042,12,76.0,730,28580,35.800000000000004,0.9500000000000001,12269.0
2021-06,Street Footwear,Men's,Iowa,Midwest,4042,12,67.0,662,22759,23.939999999999998,0.72,7353.78
2021-06,Street Footwear,Men's,Kansas,Midwest,4042,12,77.0,719,28328,32.5,0.85,10714.0
2021-06,Street Footwear,Men's,Kentucky,Southeast,4042,12,76.0,667,26112,34.0,0.9,10956.0
2021-06,Street Footwear,Men's,Louisiana,South,6063,18,165.0,1329,75916,75.67,1.38,32790.88
2021-06,Street Footwear,Men's,Maryland,Northeast,4042,12,97.0,625,30874,43.4992,0.9,12937.1
2021-06,Street Footwear,Men's,Massachusetts,Northeast,6063,18,145.0,926,47173,51.56947826086956,1.0699999999999998,15482.699999999999
2021-06,Street Footwear,Men's,Michigan,Midwest,4042,12,107.0,1031,56086,59.739393939393935,1.12,29328.44
2021-06,Street Footwear,Men's,Mississippi,South,6063,18,120.0,1223,51142,54.51946666666667,1.36,21891.72
2021-06,Street Footwear,Men's,Missouri,Midwest,4042,12,67.0,768,26376,31.28,0.9400000000000001,11303.04
2021-06,Street Footwear,Men's,Nebraska,Midwest,20210,60,409.0,2795,116683,189.43,4.65,49909.87
2021-06,Street Footwear,Men's,New Hampshire,Northeast,6063,18,168.0,1060,63350,77.51,1.3900000000000001,27206.47
2021-06,Street Footwear,Men's,New Jersey,Northeast,4042,12,95.0,756,37019,38.199416666666664,0.8099999999999999,13728.849999999999
2021-06,Street Footwear,Men's,New Mexico,West,6063,18,144.0,1127,57344,58.64,1.22,21774.2
2021-06,Street Footwear,Men's,New York,Northeast,4042,12,119.0,1138,68017,60.04,1.01,32314.52
2021-06,Street Footwear,Men's,North Carolina,Southeast,4042,12,96.0,1188,58447,45.299578947368424,0.9500000000000001,25021.000000000004
2021-06,Street Footwear,Men's,North Dakota,Midwest,4042,12,76.0,625,24500,30.2,0.7999999999999999,9025.0
2021-06,Street Footwear,Men's,Ohio,Midwest,4042,12,99.0,1032,51367,45.9695,0.93,22024.64
2021-06,Street Footwear,Men's,Oklahoma,South,6063,18,110.0,948,36072,50.1,1.37,15449.52
2021-06,Street Footwear,Men's,Oregon,West,6063,18,149.0,1240,64419,60.57954838709677,1.22,24462.75
2021-06,Street Footwear,Men's,Rhode Island,Northeast,6063,18,133.0,864,40321,53.04936363636364,1.2,15077.75
2021-06,Street Footwear,Men's,South Carolina,Southeast,4042,12,106.0,1323,71672,53.30957142857143,1.01,33783.93
2021-06,Street Footwear,Men's,South Dakota,Midwest,4042,12,86.0,635,28035,34.61,0.8099999999999999,10421.099999999999
2021-06,Street Footwear,Men's,Utah,West,6063,18,79.0,1040,28964,35.31,1.34,12277.2
2021-06,Street Footwear,Men's,Vermont,Northeast,6063,18,165.0,1008,57619,83.67,1.52,27524.170000000002
2021-06,Street Footwear,Men's,Virginia,Southeast,6063,18,145.0,1241,63594,57.849548387096775,1.19,23912.2
2021-06,Street Footwear,Men's,West Virginia,Northeast,4042,12,88.0,750,33450,40.36,0.92,14154.0
2021-06,Street Footwear,Men's,Wisconsin,Midwest,4042,12,67.0,710,24370,24.580000000000002,0.74,8027.8
2021-06,Street Footwear,Men's,Wyoming,West,4042,12,96.0,1097,53862,53.980000000000004,1.13,28408.06
2021-06,Street Footwear,Women's,Alaska,West,4042,12,108.0,406,22168,32.83,0.61,6014.23
2021-06,Street Footwear,Women's,Arizona,West,6063,18,147.0,760,39190,57.78,1.18,14601.11
2021-06,Street Footwear,Women's,Arkansas,South,6063,18,106.0,628,23424,49.120000000000005,1.3900000000000001,10096.48
2021-06,Street Footwear,Women's,California,West,6063,18,91.0,452,14537,36.65,1.21,5496.91
2021-06,Street Footwear,Women's,Connecticut,Northeast,6063,18,122.0,483,20514,43.949999999999996,1.0799999999999998,6803.099999999999
2021-06,Street Footwear,Women's,Delaware,Northeast,4042,12,88.0,410,18280,40.790000000000006,0.93,7787.15
2021-06,Street Footwear,Women's,Florida,Southeast,6063,18,225.0,1148,90580,79.69999999999999,1.06,29786.4
2021-06,Street Footwear,Women's,Georgia,Southeast,6063,18,146.0,825,42421,59.03,1.21,15992.13
2021-06,Street Footwear,Women's,Hawaii,West,4042,12,146.0,780,57780,44.31,0.61,15850.8
2021-06,Street Footwear,Women's,Idaho,West,6063,18,131.0,960,44502,54.0,1.24,17018.28
2021-06,Street Footwear,Women's,Illinois,Midwest,16168,48,319.0,990,39761,128.94,3.25,14816.39
2021-06,Street Footwear,Women's,Indiana,Midwest,4042,12,57.0,250,7350,22.65,0.7999999999999999,2707.5
2021-06,Street Footwear,Women's,Iowa,Midwest,4042,12,48.00000000000001,250,6150,17.85,0.75,2017.5
2021-06,Street Footwear,Women's,Kansas,Midwest,4042,12,77.0,381,14997,31.02,0.8099999999999999,5578.62
2021-06,Street Footwear,Women's,Kentucky,Southeast,4042,12,58.0,281,8318,27.400000000000002,0.9500000000000001,3562.4
2021-06,Street Footwear,Women's,Louisiana,South,6063,18,223.0,1113,87899,103.84999999999998,1.3899999999999997,38148.95
2021-06,Street Footwear,Women's,Maryland,Northeast,4042,12,77.0,222,8739,32.5,0.85,3319.5
2021-06,Street Footwear,Women's,Massachusetts,Northeast,6063,18,123.0,393,16806,37.53,0.9199999999999999,4677.66
2021-06,Street Footwear,Women's,Michigan,Midwest,4042,12,86.0,688,30408,31.54,0.74,9914.52
2021-06,Street Footwear,Women's,Mississippi,South,6063,18,119.0,775,32419,55.730000000000004,1.4100000000000001,14157.91
2021-06,Street Footwear,Women's,Missouri,Midwest,4042,12,48.00000000000001,488,11974,20.02,0.84,4554.76
2021-06,Street Footwear,Women's,Nebraska,Midwest,20210,60,300.0,924,28958,121.91,4.08,10816.45
2021-06,Street Footwear,Women's,New Hampshire,Northeast,6063,18,151.0,547,28601,55.3,1.1,9514.48
2021-06,Street Footwear,Women's,New Jersey,Northeast,4042,12,78.0,344,13622,36.14,0.93,5789.66
2021-06,Street Footwear,Women's,New Mexico,West,6063,18,155.0,892,48959,64.4,1.25,18738.2
2021-06,Street Footwear,Women's,New York,Northeast,4042,12,98.0,750,37200,30.74,0.63,10236.0
2021-06,Street Footwear,Women's,North Carolina,Southeast,4042,12,97.0,844,41693,45.38,0.9400000000000001,17789.22
2021-06,Street Footwear,Women's,North Dakota,Midwest,4042,12,57.0,260,7620,19.8,0.7,2448.0
2021-06,Street Footwear,Women's,Ohio,Midwest,4042,12,99.0,667,33208,46.46,0.9400000000000001,14257.32
2021-06,Street Footwear,Women's,Oklahoma,South,6063,18,103.0,520,19057,46.330000000000005,1.35,8089.63
2021-06,Street Footwear,Women's,Oregon,West,6063,18,211.0,1047,77766,84.55,1.2,29280.68
2021-06,Street Footwear,Women's,Rhode Island,Northeast,6063,18,111.0,364,13903,50.89,1.37,5988.81
2021-06,Street Footwear,Women's,South Carolina,Southeast,4042,12,97.0,984,48573,29.419999999999998,0.61,13223.779999999999
2021-06,Street Footwear,Women's,South Dakota,Midwest,4042,12,67.0,254,8728,24.259999999999998,0.73,2843.04
2021-06,Street Footwear,Women's,Utah,West,6063,18,52.00000000000001,668,12349,21.12,1.21,4661.33
2021-06,Street Footwear,Women's,Vermont,Northeast,6063,18,130.0,510,23535,52.3,1.21,8820.25
2021-06,Street Footwear,Women's,Virginia,Southeast,6063,18,211.0,1053,78299,84.5,1.2,29496.48
2021-06,Street Footwear,Women's,West Virginia,Northeast,4042,12,68.0,381,13173,31.82,0.9400000000000001,5643.42
2021-06,Street Footwear,Women's,Wisconsin,Midwest,4042,12,49.00000000000001,252,6248,18.060000000000002,0.74,2049.12
2021-06,Street Footwear,Women's,Wyoming,West,4042,12,78.0,656,25978,31.099999999999994,0.7999999999999999,9590.099999999999
2021-07,Apparel,Men's,Alaska,West,4042,14,126.0,416,26676,40.04,0.64,7446.139999999999
2021-07,Apparel,Men's,Arizona,West,6063,21,147.0,698,35831,53.66,1.1,12020.58
2021-07,Apparel,Men's,Arkansas,South,6063,21,155.0,693,38005,63.95,1.24,14516.05
2021-07,Apparel,Men's,Connecticut,Northeast,6063,21,151.0,474,24791,54.009,1.0699999999999998,8158.29
2021-07,Apparel,Men's,Delaware,Northeast,4042,14,106.0,419,22668,37.409076923076924,0.71,7327.74
2021-07,Apparel,Men's,Florida,Southeast,6063,21,252.0,1053,93249,62.44,0.74,21015.28
2021-07,Apparel,Men's,Georgia,Southeast,6063,21,148.0,775,39895,59.99,1.21,15121.55
2021-07,Apparel,Men's,Hawaii,West,4042,14,165.0,699,58670,36.75,0.44999999999999996,10588.5
2021-07,Apparel,Men's,Idaho,West,6063,21,151.0,829,43257,61.89,1.23,16414.489999999998
2021-07,Apparel,Men's,Illinois,Midwest,20210,70,507.0,1139,57927,208.98,4.14,21769.239999999998
2021-07,Apparel,Men's,Indiana,Midwest,4042,14,106.0,250,13550,37.92,0.72,4371.0
2021-07,Apparel,Men's,Iowa,Midwest,4042,14,96.0,260,12760,52.6,1.1,6656.0
2021-07,Apparel,Men's,Kansas,Midwest,4042,14,116.0,416,24596,46.76,0.8099999999999999,9169.16
2021-07,Apparel,Men's,Kentucky,Southeast,4042,14,96.0,325,15950,38.66,0.8099999999999999,5962.0
2021-07,Apparel,Men's,Louisiana,South,6063,21,254.0,1060,94137,128.4,1.52,45119.990000000005
2021-07,Apparel,Men's,Maryland,Northeast,4042,14,96.0,226,11095,35.69828571428571,0.75,3680.3999999999996
2021-07,Apparel,Men's,Massachusetts,Northeast,6063,21,149.0,398,20633,47.129,0.95,5859.61
2021-07,Apparel,Men's,Michigan,Midwest,4042,14,114.0,693,40722,51.54,0.9099999999999999,17138.219999999998
2021-07,Apparel,Men's,Mississippi,South,6063,21,165.0,800,45750,66.34,1.2,17301.0
2021-07,Apparel,Men's,Missouri,Midwest,4042,14,77.0,469,18478,32.129999999999995,0.84,6954.22
2021-07,Apparel,Men's,Nebraska,Midwest,20210,70,406.0,571,24666,166.13416666666666,4.12,9233.56
2021-07,Apparel,Men's,New Hampshire,Northeast,6063,21,172.0,571,34463,61.489999999999995,1.08,11403.61
2021-07,Apparel,Men's,New Jersey,Northeast,4042,14,98.0,349,17301,35.63890909090909,0.73,5652.0599999999995
2021-07,Apparel,Men's,New Mexico,West,6063,21,157.0,805,44665,55.31,1.05,14601.95
2021-07,Apparel,Men's,New York,Northeast,4042,14,127.0,768,49416,51.269999999999996,0.8099999999999999,18441.36
2021-07,Apparel,Men's,North Carolina,Southeast,4042,14,124.0,882,56238,51.66,0.84,21186.62
2021-07,Apparel,Men's,North Dakota,Midwest,4042,14,99.0,260,12940,40.04,0.8099999999999999,4852.4
2021-07,Apparel,Men's,Ohio,Midwest,4042,14,124.0,704,44836,49.89,0.8099999999999999,16692.059999999998
2021-07,Apparel,Men's,Oklahoma,South,6063,21,162.0,564,31770,65.77,1.22,12054.8
2021-07,Apparel,Men's,Oregon,West,6063,21,242.0,954,80568,109.28,1.36,34345.44
2021-07,Apparel,Men's,Rhode Island,Northeast,6063,21,130.0,356,16454,45.01866666666666,1.04,5322.0599999999995
2021-07,Apparel,Men's,South Carolina,Southeast,4042,14,129.0,1040,67360,51.55,0.7999999999999999,25112.0
2021-07,Apparel,Men's,South Dakota,Midwest,4042,14,99.0,252,12548,40.04,0.8099999999999999,4672.08
2021-07,Apparel,Men's,Utah,West,6063,21,95.0,693,22891,37.61,1.19,8580.01
2021-07,Apparel,Men's,Vermont,Northeast,6063,21,153.0,533,29022,61.2,1.2,10900.2
2021-07,Apparel,Men's,Virginia,Southeast,6063,21,247.0,972,82890,113.71000000000001,1.3800000000000001,35675.1
2021-07,Apparel,Men's,West Virginia,Northeast,4042,14,114.0,387,22698,53.16,0.9400000000000001,9736.92
2021-07,Apparel,Men's,Wisconsin,Midwest,4042,14,98.0,250,12400,54.760000000000005,1.12,6488.0
2021-07,Apparel,Men's,Wyoming,West,4042,14,98.0,662,32826,35.16,0.72,10636.92
2021-07,Apparel,Women's,Alaska,West,4042,14,137.0,630,43710,51.14999999999999,0.75,14419.5
2021-07,Apparel,Women's,Arizona,West,6063,21,183.0,693,44661,56.760000000000005,0.9299999999999999,12570.08
2021-07,Apparel,Women's,Arkansas,South,6063,21,178.0,948,58350,83.02000000000001,1.4000000000000001,25257.0
2021-07,Apparel,Women's,Connecticut,Northeast,6063,21,156.0,770,42588,63.08,1.21,16129.24
2021-07,Apparel,Women's,Delaware,Northeast,4042,14,115.0,645,37975,51.5,0.9,15987.5
2021-07,Apparel,Women's,Florida,Southeast,6063,21,286.0,1008,102588,142.32,1.49,48432.66
2021-07,Apparel,Women's,Georgia,Southeast,6063,21,188.0,775,50838,57.75,0.9199999999999999,14275.31
2021-07,Apparel,Women's,Hawaii,West,4042,14,196.0,704,69784,89.92,0.92,29687.68
2021-07,Apparel,Women's,Idaho,West,6063,21,180.0,1272,78776,110.00000000000001,1.83,45729.04000000001
2021-07,Apparel,Women's,Illinois,Midwest,20210,70,553.0,2082,116178,309.988,5.63,61134.61
2021-07,Apparel,Women's,Indiana,Midwest,4042,14,114.0,476,27954,51.54,0.91,11781.54
2021-07,Apparel,Women's,Iowa,Midwest,4042,14,106.0,469,25419,47.5,0.9,10647.0
2021-07,Apparel,Women's,Kansas,Midwest,4042,14,125.0,640,40900,52.15,0.84,15491.0
2021-07,Apparel,Women's,Kentucky,Southeast,4042,14,105.0,540,29125,49.0,0.9400000000000001,12455.0
2021-07,Apparel,Women's,Louisiana,South,6063,21,294.0,1021,105137,121.14999999999999,1.24,39991.4
2021-07,Apparel,Women's,Maryland,Northeast,4042,14,109.0,452,24757,39.17914285714286,0.72,8088.0599999999995
2021-07,Apparel,Women's,Massachusetts,Northeast,6063,21,156.0,685,37952,54.22,1.04,12338.64
2021-07,Apparel,Women's,Michigan,Midwest,4042,14,127.0,935,60145,78.53000000000002,1.2400000000000002,34902.55
2021-07,Apparel,Women's,Mississippi,South,6063,21,175.0,1060,64852,95.68,1.6400000000000001,33914.19
2021-07,Apparel,Women's,Missouri,Midwest,4042,14,86.0,710,31310,47.51,1.1099999999999999,16376.6
2021-07,Apparel,Women's,Nebraska,Midwest,24252,84,563.0,1735,83699,314.9021666666667,6.72,43899.33
2021-07,Apparel,Women's,New Hampshire,Northeast,6063,21,181.0,825,53179,74.66,1.24,20223.22
2021-07,Apparel,Women's,New Jersey,Northeast,4042,14,109.0,581,31823,50.61911111111111,0.93,13648.82
2021-07,Apparel,Women's,New Mexico,West,6063,21,193.0,800,55000,60.650000000000006,0.95,15554.6
2021-07,Apparel,Women's,New York,Northeast,4042,14,136.0,969,67054,77.9,1.15,35447.6
2021-07,Apparel,Women's,North Carolina,Southeast,4042,14,134.0,1138,78082,75.32,1.13,41229.16
2021-07,Apparel,Women's,North Dakota,Midwest,4042,14,109.0,473,25917,51.160000000000004,0.9400000000000001,11107.68
2021-07,Apparel,Women's,Ohio,Midwest,4042,14,139.0,906,63239,78.47,1.13,33243.07
2021-07,Apparel,Women's,Oklahoma,South,6063,21,171.0,830,50122,80.09,1.4100000000000001,21774.93
2021-07,Apparel,Women's,Oregon,West,6063,21,280.0,954,93462,99.54,1.0699999999999998,30580.2
2021-07,Apparel,Women's,Rhode Island,Northeast,6063,21,143.0,652,32967,62.959,1.32,13870.16
2021-07,Apparel,Women's,South Carolina,Southeast,4042,14,136.0,1219,84354,77.9,1.15,44592.6
2021-07,Apparel,Women's,South Dakota,Midwest,4042,14,108.0,469,25607,50.09,0.93,10890.46
2021-07,Apparel,Women's,Utah,West,6063,21,110.0,954,36228,62.3,1.7000000000000002,19295.4
2021-07,Apparel,Women's,Vermont,Northeast,6063,21,175.0,800,48700,80.75,1.39,20995.249999999996
2021-07,Apparel,Women's,Virginia,Southeast,6063,21,283.0,966,95532,96.96,1.03,30845.16
2021-07,Apparel,Women's,West Virginia,Northeast,4042,14,128.0,608,39254,60.019999999999996,0.9400000000000001,16874.66
2021-07,Apparel,Women's,Wisconsin,Midwest,4042,14,107.0,469,25513,50.08,0.9400000000000001,10889.52
2021-07,Apparel,Women's,Wyoming,West,4042,14,106.0,896,48496,32.11,0.61,13223.56
2021-07,Athletic Footwear,Men's,Alaska,West,4042,14,119.0,536,32049,48.730000000000004,0.8200000000000001,12003.03
2021-07,Athletic Footwear,Men's,Arizona,West,6063,21,145.0,830,42495,65.9,1.37,18170.2
2021-07,Athletic Footwear,Men's,Arkansas,South,6063,21,133.0,835,39027,51.97,1.17,14467.71
2021-07,Athletic Footwear,Men's,Connecticut,Northeast,6063,21,136.0,632,29936,61.400000000000006,1.35,12764.48
2021-07,Athletic Footwear,Men's,Delaware,Northeast,4042,14,97.0,544,26843,38.64999999999999,0.7999999999999999,9954.349999999999
2021-07,Athletic Footwear,Men's,Florida,Southeast,6063,21,257.0,1238,110512,79.67,0.93,31181.86
2021-07,Athletic Footwear,Men's,Georgia,Southeast,6063,21,143.0,921,46849,65.03,1.37,20094.190000000002
2021-07,Athletic Footwear,Men's,Hawaii,West,4042,14,166.0,832,69992,44.540000000000006,0.54,16062.28
2021-07,Athletic Footwear,Men's,Idaho,West,6063,21,147.0,1248,63969,66.24,1.3499999999999999,27173.28
2021-07,Athletic Footwear,Men's,Illinois,Midwest,24252,84,543.0,2162,99155,221.28,4.91,37102.85
2021-07,Athletic Footwear,Men's,Indiana,Midwest,4042,14,99.00000000000001,384,19116,44.5,0.9,8058.0
2021-07,Athletic Footwear,Men's,Iowa,Midwest,4042,14,89.0,387,17328,37.31,0.84,6600.72
2021-07,Athletic Footwear,Men's,Kansas,Midwest,4042,14,99.0,544,27081,42.0,0.85,10353.0
2021-07,Athletic Footwear,Men's,Kentucky,Southeast,4042,14,89.0,445,19930,37.31,0.84,7560.7
2021-07,Athletic Footwear,Men's,Louisiana,South,6063,21,254.0,1201,106542,119.41999999999999,1.4099999999999997,46415.159999999996
2021-07,Athletic Footwear,Men's,Maryland,Northeast,4042,14,87.0,347,15399,35.91,0.83,5782.77
2021-07,Athletic Footwear,Men's,Massachusetts,Northeast,6063,21,135.0,560,26425,49.39,1.1,8860.95
2021-07,Athletic Footwear,Men's,Michigan,Midwest,4042,14,108.0,839,45767,49.03,0.9099999999999999,19408.67
2021-07,Athletic Footwear,Men's,Mississippi,South,6063,21,150.0,948,49332,59.06,1.18,18334.92
2021-07,Athletic Footwear,Men's,Missouri,Midwest,4042,14,68.0,630,21790,27.759999999999998,0.82,8141.3
2021-07,Athletic Footwear,Men's,Nebraska,Midwest,20210,70,349.0,1306,48229,143.44,4.12,18155.61
2021-07,Athletic Footwear,Men's,New Hampshire,Northeast,6063,21,162.0,730,41208,72.18,1.34,17483.82
2021-07,Athletic Footwear,Men's,New Jersey,Northeast,4042,14,87.0,473,20991,36.75,0.85,7964.25
2021-07,Athletic Footwear,Men's,New Mexico,West,6063,21,161.0,990,55530,73.59,1.37,23906.7
2021-07,Athletic Footwear,Men's,New York,Northeast,4042,14,116.0,896,52976,46.199999999999996,0.7999999999999999,19639.199999999997
2021-07,Athletic Footwear,Men's,North Carolina,Southeast,4042,14,118.0,1024,60992,50.0,0.85,23296.0
2021-07,Athletic Footwear,Men's,North Dakota,Midwest,4042,14,89.0,384,17196,32.42,0.73,5639.28
2021-07,Athletic Footwear,Men's,Ohio,Midwest,4042,14,116.0,845,49920,47.31999999999999,0.82,18782.4
2021-07,Athletic Footwear,Men's,Oklahoma,South,6063,21,130.0,702,32490,53.3,1.23,12303.0
2021-07,Athletic Footwear,Men's,Oregon,West,6063,21,241.0,1113,93982,98.50999999999999,1.23,35752.22
2021-07,Athletic Footwear,Men's,Rhode Island,Northeast,6063,21,118.0,520,21594,48.09,1.22,8129.01
2021-07,Athletic Footwear,Men's,South Carolina,Southeast,4042,14,118.0,1170,69660,49.42,0.84,26573.4
2021-07,Athletic Footwear,Men's,South Dakota,Midwest,4042,14,89.0,381,17064,33.3,0.75,5653.8
2021-07,Athletic Footwear,Men's,Utah,West,6063,21,79.00000000000001,892,24780,32.22,1.22,9421.8
2021-07,Athletic Footwear,Men's,Vermont,Northeast,6063,21,148.0,685,35330,74.31,1.51,16848.15
2021-07,Athletic Footwear,Men's,Virginia,Southeast,6063,21,231.0,1127,92883,94.8,1.23,35378.7
2021-07,Athletic Footwear,Men's,West Virginia,Northeast,4042,14,105.00000000000001,516,27800,48.5,0.93,11874.0
2021-07,Athletic Footwear,Men's,Wisconsin,Midwest,4042,14,87.0,387,17154,36.33,0.84,6515.46
2021-07,Athletic Footwear,Men's,Wyoming,West,4042,14,89.0,788,35297,32.42,0.73,11521.46
2021-07,Athletic Footwear,Women's,Alaska,West,4042,14,106.0,375,20325,33.129999999999995,0.63,5578.5
2021-07,Athletic Footwear,Women's,Arizona,West,6063,21,134.0,589,27666,52.78,1.18,10289.94
2021-07,Athletic Footwear,Women's,Arkansas,South,6063,21,121.0,636,26956,55.190000000000005,1.37,11574.24
2021-07,Athletic Footwear,Women's,Connecticut,Northeast,6063,21,121.0,449,18931,44.22,1.1,6341.46
2021-07,Athletic Footwear,Women's,Delaware,Northeast,4042,14,88.0,390,17370,40.79,0.93,7451.1
2021-07,Athletic Footwear,Women's,Florida,Southeast,6063,21,231.0,966,79734,81.72999999999999,1.06,26168.22
2021-07,Athletic Footwear,Women's,Georgia,Southeast,6063,21,135.0,681,32130,61.010000000000005,1.36,13749.28
2021-07,Athletic Footwear,Women's,Hawaii,West,4042,14,153.0,630,49490,49.2,0.65,13796.0
2021-07,Athletic Footwear,Women's,Idaho,West,6063,21,135.0,820,38693,75.22,1.67,20428.08
2021-07,Athletic Footwear,Women's,Illinois,Midwest,20210,70,407.0,1137,46452,186.75,4.61,19695.61
2021-07,Athletic Footwear,Women's,Indiana,Midwest,4042,14,87.0,224,9933,35.489999999999995,0.82,3723.51
2021-07,Athletic Footwear,Women's,Iowa,Midwest,4042,14,77.0,222,8739,27.17,0.71,2812.99
2021-07,Athletic Footwear,Women's,Kansas,Midwest,4042,14,88.0,375,16725,36.82,0.84,6305.25
