Invoice Date,Year,Month_Number,Month_Name,Region,State,City,Category,Subcategory,Product,Price per Unit,Units Sold,Total Sales,Profit per Unit,Operating Margin,Total Operating Profit,Year-Month
2021-11-18,2021,11,Nov,Northeast,New Hampshire,Manchester,Athletic Footwear,Men's,Men's Athletic Footwear,65.00000000000001,325,21125,26.0,0.4,8450.0,2021-11
2021-11-18,2021,11,Nov,Northeast,New Hampshire,Manchester,Street Footwear,Women's,Women's Street Footwear,65.00000000000001,345,22425,19.5,0.3,6727.5,2021-11
2021-11-18,2021,11,Nov,Northeast,New Hampshire,Manchester,Athletic Footwear,Women's,Women's Athletic Footwear,65.00000000000001,325,21125,19.5,0.3,6337.5,2021-11
2021-11-18,2021,11,Nov,Northeast,New Hampshire,Manchester,Apparel,Men's,Men's Apparel,75.00000000000001,300,22500,22.5,0.3,6750.0,2021-11
2021-11-18,2021,11,Nov,Northeast,New Hampshire,Manchester,Apparel,Women's,Women's Apparel,80.0,400,32000,28.0,0.35,11200.0,2021-11
2021-12-17,2021,12,Dec,Northeast,New Hampshire,Manchester,Street Footwear,Men's,Men's Street Footwear,75.00000000000001,625,46875,30.0,0.4,18750.0,2021-12
2021-12-17,2021,12,Dec,Northeast,New Hampshire,Manchester,Athletic Footwear,Men's,Men's Athletic Footwear,65.00000000000001,425,27625,26.0,0.4,11050.0,2021-12
2021-12-17,2021,12,Dec,Northeast,New Hampshire,Manchester,Street Footwear,Women's,Women's Street Footwear,65.00000000000001,400,26000,19.5,0.3,7800.0,2021-12
2021-12-17,2021,12,Dec,Northeast,New Hampshire,Manchester,Athletic Footwear,Women's,Women's Athletic Footwear,65.00000000000001,350,22750,19.5,0.3,6825.0,2021-12
2021-12-17,2021,12,Dec,Northeast,New Hampshire,Manchester,Apparel,Men's,Men's Apparel,75.00000000000001,350,26250,22.5,0.3,7875.0,2021-12
2021-12-17,2021,12,Dec,Northeast,New Hampshire,Manchester,Apparel,Women's,Women's Apparel,80.0,450,36000,28.0,0.35,12600.0,2021-12
2021-01-24,2021,1,Jan,Northeast,New Hampshire,Manchester,Street Footwear,Men's,Men's Street Footwear,55.00000000000001,500,27500,19.250000000000004,0.35000000000000003,9625.000000000002,2021-01
2021-01-24,2021,1,Jan,Northeast,New Hampshire,Manchester,Athletic Footwear,Men's,Men's Athletic Footwear,55.00000000000001,300,16500,19.250000000000004,0.35000000000000003,5775.000000000001,2021-01
2021-01-24,2021,1,Jan,Northeast,New Hampshire,Manchester,Street Footwear,Women's,Women's Street Footwear,45.0,300,13500,11.25,0.25,3375.0,2021-01
2021-01-24,2021,1,Jan,Northeast,New Hampshire,Manchester,Athletic Footwear,Women's,Women's Athletic Footwear,49.99999999999999,150,7499,12.498333333333333,0.25,1874.75,2021-01
2021-01-24,2021,1,Jan,Northeast,New Hampshire,Manchester,Apparel,Men's,Men's Apparel,65.00000000000001,200,13000,16.25,0.25,3250.0,2021-01
2021-01-24,2021,1,Jan,Northeast,New Hampshire,Manchester,Apparel,Women's,Women's Apparel,55.00000000000001,300,16500,16.5,0.3,4950.0,2021-01
2021-02-22,2021,2,Feb,Northeast,New Hampshire,Manchester,Street Footwear,Men's,Men's Street Footwear,55.00000000000001,575,31625,19.250000000000004,0.35000000000000003,11068.750000000002,2021-02
2021-02-22,2021,2,Feb,Northeast,New Hampshire,Manchester,Athletic Footwear,Men's,Men's Athletic Footwear,55.00000000000001,225,12375,19.25,0.35000000000000003,4331.25,2021-02
2021-02-22,2021,2,Feb,Northeast,New Hampshire,Manchester,Street Footwear,Women's,Women's Street Footwear,45.0,275,12375,11.25,0.25,3093.75,2021-02
2020-01-01,2020,1,Jan,Northeast,New York,New York,Street Footwear,Men's,Men's Street Footwear,47.0,336,15792,28.669999999999998,0.61,9633.119999999999,2020-01
2020-01-02,2020,1,Jan,Northeast,New York,New York,Athletic Footwear,Men's,Men's Athletic Footwear,47.0,260,12220,19.74,0.42,5132.4,2020-01
2020-01-03,2020,1,Jan,Northeast,New York,New York,Street Footwear,Women's,Women's Street Footwear,36.0,250,9000,16.56,0.45999999999999996,4140.0,2020-01
2020-01-04,2020,1,Jan,Northeast,New York,New York,Athletic Footwear,Women's,Women's Athletic Footwear,41.0,247,10127,18.86,0.45999999999999996,4658.42,2020-01
2020-01-05,2020,1,Jan,Northeast,New York,New York,Apparel,Men's,Men's Apparel,55.0,234,12870,22.0,0.4,5148.0,2020-01
2020-01-06,2020,1,Jan,Northeast,New York,New York,Apparel,Women's,Women's Apparel,46.0,260,11960,17.02,0.37,4425.2,2020-01
2020-01-07,2020,1,Jan,Northeast,New York,New York,Street Footwear,Men's,Men's Street Footwear,46.0,313,14398,28.52,0.62,8926.76,2020-01
2020-01-08,2020,1,Jan,Northeast,New York,New York,Athletic Footwear,Men's,Men's Athletic Footwear,46.0,261,12006,20.240000000000002,0.44,5282.64,2020-01
2020-01-21,2020,1,Jan,Northeast,New York,New York,Street Footwear,Women's,Women's Street Footwear,36.0,276,9936,16.92,0.47,4669.92,2020-01
2020-01-22,2020,1,Jan,Northeast,New York,New York,Athletic Footwear,Women's,Women's Athletic Footwear,44.0,206,9064,21.56,0.49,4441.36,2020-01
2020-01-23,2020,1,Jan,Northeast,New York,New York,Apparel,Men's,Men's Apparel,58.0,243,14094,24.94,0.43,6060.42,2020-01
2020-01-24,2020,1,Jan,Northeast,New York,New York,Apparel,Women's,Women's Apparel,48.0,290,13920,18.240000000000002,0.38,5289.6,2020-01
2020-01-25,2020,1,Jan,Northeast,New York,New York,Street Footwear,Men's,Men's Street Footwear,46.0,354,16284,28.98,0.63,10258.92,2020-01
2020-01-26,2020,1,Jan,Northeast,New York,New York,Athletic Footwear,Men's,Men's Athletic Footwear,48.0,259,12432,20.64,0.43,5345.76,2020-01
2020-01-27,2020,1,Jan,Northeast,New York,New York,Street Footwear,Women's,Women's Street Footwear,39.0,247,9633,19.11,0.49,4720.17,2020-01
2020-01-28,2020,1,Jan,Northeast,New York,New York,Athletic Footwear,Women's,Women's Athletic Footwear,43.0,216,9288,21.5,0.5,4644.0,2020-01
2020-01-29,2020,1,Jan,Northeast,New York,New York,Apparel,Men's,Men's Apparel,59.0,230,13570,24.779999999999998,0.42,5699.4,2020-01
2020-01-30,2020,1,Jan,Northeast,New York,New York,Apparel,Women's,Women's Apparel,45.0,238,10710,15.749999999999998,0.35,3748.4999999999995,2020-01
2020-01-31,2020,1,Jan,Northeast,New York,New York,Street Footwear,Men's,Men's Street Footwear,45.0,300,13500,27.9,0.62,8370.0,2020-01
2020-02-01,2020,2,Feb,Northeast,New York,New York,Athletic Footwear,Men's,Men's Athletic Footwear,47.0,234,10998,19.269999999999996,0.41,4509.179999999999,2020-02
2020-02-02,2020,2,Feb,Northeast,New York,New York,Street Footwear,Women's,Women's Street Footwear,39.0,252,9828,19.5,0.5,4914.0,2020-02
2020-02-03,2020,2,Feb,Northeast,New York,New York,Athletic Footwear,Women's,Women's Athletic Footwear,41.0,239,9799,20.09,0.49,4801.51,2020-02
2020-02-04,2020,2,Feb,Northeast,New York,New York,Apparel,Men's,Men's Apparel,56.0,215,12040,23.52,0.42,5056.8,2020-02
2020-02-05,2020,2,Feb,Northeast,New York,New York,Apparel,Women's,Women's Apparel,49.0,238,11662,18.13,0.37,4314.94,2020-02
2020-02-06,2020,2,Feb,Northeast,New York,New York,Street Footwear,Men's,Men's Street Footwear,54.0,317,17118,34.56,0.64,10955.52,2020-02
2020-02-07,2020,2,Feb,Northeast,New York,New York,Athletic Footwear,Men's,Men's Athletic Footwear,50.0,259,12950,20.0,0.4,5180.0,2020-02
2020-02-08,2020,2,Feb,Northeast,New York,New York,Street Footwear,Women's,Women's Street Footwear,46.0,261,12006,21.619999999999997,0.47,5642.82,2020-02
2020-02-09,2020,2,Feb,Northeast,New York,New York,Athletic Footwear,Women's,Women's Athletic Footwear,46.0,230,10580,22.08,0.48,5078.4,2020-02
2020-02-10,2020,2,Feb,Northeast,New York,New York,Apparel,Men's,Men's Apparel,59.0,245,14455,26.549999999999997,0.44999999999999996,6504.749999999999,2020-02
2020-03-03,2020,3,Mar,Northeast,New York,New York,Apparel,Women's,Women's Apparel,59.0,290,17110,21.24,0.36,6159.599999999999,2020-03
2020-03-04,2020,3,Mar,Northeast,New York,New York,Street Footwear,Men's,Men's Street Footwear,55.0,313,17215,33.55,0.61,10501.15,2020-03
2020-03-05,2020,3,Mar,Northeast,New York,New York,Athletic Footwear,Men's,Men's Athletic Footwear,54.0,270,14580,22.139999999999997,0.41,5977.799999999999,2020-03
2020-03-06,2020,3,Mar,Northeast,New York,New York,Street Footwear,Women's,Women's Street Footwear,46.0,278,12788,22.08,0.48,6138.24,2020-03
2020-03-07,2020,3,Mar,Northeast,New York,New York,Athletic Footwear,Women's,Women's Athletic Footwear,47.0,261,12267,21.15,0.44999999999999996,5520.15,2020-03
2020-03-08,2020,3,Mar,Northeast,New York,New York,Apparel,Men's,Men's Apparel,55.0,252,13860,24.749999999999996,0.44999999999999996,6236.999999999999,2020-03
2020-03-09,2020,3,Mar,Northeast,New York,New York,Apparel,Women's,Women's Apparel,64.0,305,19520,24.96,0.39,7612.8,2020-03
2020-03-10,2020,3,Mar,Northeast,New York,New York,Street Footwear,Men's,Men's Street Footwear,59.0,319,18821,35.4,0.6,11292.6,2020-03
2020-03-11,2020,3,Mar,Northeast,New York,New York,Athletic Footwear,Men's,Men's Athletic Footwear,53.0,267,14151,22.26,0.42,5943.42,2020-03
2020-03-12,2020,3,Mar,Northeast,New York,New York,Street Footwear,Women's,Women's Street Footwear,46.0,247,11362,20.7,0.44999999999999996,5112.9,2020-03
2020-03-13,2020,3,Mar,Northeast,New York,New York,Athletic Footwear,Women's,Women's Athletic Footwear,46.0,243,11178,21.159999999999997,0.45999999999999996,5141.879999999999,2020-03
2020-03-14,2020,3,Mar,Northeast,New York,New York,Apparel,Men's,Men's Apparel,58.0,231,13398,24.94,0.43,5761.14,2020-03
2020-03-15,2020,3,Mar,Northeast,New York,New York,Apparel,Women's,Women's Apparel,61.0,286,17446,24.400000000000002,0.4,6978.400000000001,2020-03
2020-03-16,2020,3,Mar,Northeast,New York,New York,Street Footwear,Men's,Men's Street Footwear,58.0,325,18850,35.38,0.61,11498.5,2020-03
2020-03-17,2020,3,Mar,Northeast,New York,New York,Athletic Footwear,Men's,Men's Athletic Footwear,53.0,308,16324,21.729999999999997,0.41,6692.839999999999,2020-03
2020-03-18,2020,3,Mar,Northeast,New York,New York,Street Footwear,Women's,Women's Street Footwear,45.0,257,11565,20.7,0.45999999999999996,5319.9,2020-03
2020-03-31,2020,3,Mar,Northeast,New York,New York,Athletic Footwear,Women's,Women's Athletic Footwear,47.0,241,11327,22.09,0.47,5323.69,2020-03
2020-04-17,2020,4,Apr,Northeast,New York,New York,Apparel,Men's,Men's Apparel,54.0,270,14580,24.299999999999997,0.44999999999999996,6560.999999999999,2020-04
2020-04-18,2020,4,Apr,Northeast,New York,New York,Apparel,Women's,Women's Apparel,62.0,290,17980,22.94,0.37,6652.6,2020-04
2020-04-19,2020,4,Apr,Northeast,New York,New York,Street Footwear,Men's,Men's Street Footwear,56.0,360,20160,34.72,0.62,12499.2,2020-04
2020-04-20,2020,4,Apr,Northeast,New York,New York,Athletic Footwear,Men's,Men's Athletic Footwear,50.0,270,13500,22.0,0.44,5940.0,2020-04
2020-04-21,2020,4,Apr,Northeast,New York,New York,Street Footwear,Women's,Women's Street Footwear,47.0,268,12596,22.09,0.47,5920.12,2020-04
2020-04-22,2020,4,Apr,Northeast,New York,New York,Athletic Footwear,Women's,Women's Athletic Footwear,47.0,252,11844,21.619999999999997,0.45999999999999996,5448.24,2020-04
2020-04-23,2020,4,Apr,Northeast,New York,New York,Apparel,Men's,Men's Apparel,58.0,252,14616,23.200000000000003,0.4,5846.400000000001,2020-04
2020-04-24,2020,4,Apr,Northeast,New York,New York,Apparel,Women's,Women's Apparel,59.0,280,16520,23.6,0.4,6608.0,2020-04
2020-04-25,2020,4,Apr,Northeast,New York,New York,Apparel,Men's,Men's Apparel,64.0,236,15104,26.88,0.42,6343.679999999999,2020-04
2020-04-26,2020,4,Apr,Northeast,New York,New York,Apparel,Women's,Women's Apparel,68.0,290,19720,25.84,0.38,7493.6,2020-04
2020-04-27,2020,4,Apr,Northeast,New York,New York,Street Footwear,Men's,Men's Street Footwear,60.0,299,17940,36.0,0.6,10764.0,2020-04
2020-04-28,2020,4,Apr,Northeast,New York,New York,Athletic Footwear,Men's,Men's Athletic Footwear,53.0,273,14469,22.79,0.43,6221.67,2020-04
2020-04-29,2020,4,Apr,Northeast,New York,New York,Street Footwear,Women's,Women's Street Footwear,52.0,258,13416,24.959999999999997,0.48,6439.679999999999,2020-04
2020-04-30,2020,4,Apr,Northeast,New York,New York,Athletic Footwear,Women's,Women's Athletic Footwear,50.0,252,12600,24.5,0.49,6174.0,2020-04
2020-05-01,2020,5,May,Northeast,New York,New York,Apparel,Men's,Men's Apparel,64.0,254,16256,26.88,0.42,6827.5199999999995,2020-05
2020-05-02,2020,5,May,Northeast,New York,New York,Apparel,Women's,Women's Apparel,66.0,263,17358,24.42,0.37,6422.46,2020-05
2020-05-03,2020,5,May,Northeast,New York,New York,Street Footwear,Men's,Men's Street Footwear,62.0,312,19344,39.68,0.64,12380.16,2020-05
2020-05-04,2020,5,May,Northeast,New York,New York,Athletic Footwear,Men's,Men's Athletic Footwear,51.0,300,15300,21.42,0.42,6426.0,2020-05
2020-05-05,2020,5,May,Northeast,New York,New York,Street Footwear,Women's,Women's Street Footwear,54.0,285,15390,25.38,0.47,7233.299999999999,2020-05
2020-05-06,2020,5,May,Northeast,New York,New York,Athletic Footwear,Women's,Women's Athletic Footwear,54.0,225,12150,24.84,0.45999999999999996,5589.0,2020-05
2020-05-07,2020,5,May,Northeast,New York,New York,Apparel,Men's,Men's Apparel,60.0,261,15660,25.8,0.43,6733.8,2020-05
2020-07-18,2020,7,Jul,Northeast,New York,New York,Apparel,Women's,Women's Apparel,68.0,290,19720,23.8,0.35,6902.0,2020-07
2020-07-19,2020,7,Jul,Northeast,New York,New York,Street Footwear,Men's,Men's Street Footwear,24.0,234,5616,11.28,0.47,2639.52,2020-07
2020-07-20,2020,7,Jul,Northeast,New York,New York,Athletic Footwear,Men's,Men's Athletic Footwear,34.0,225,7650,16.66,0.49,3748.5,2020-07
2020-07-21,2020,7,Jul,Northeast,New York,New York,Street Footwear,Women's,Women's Street Footwear,33.0,210,6930,15.179999999999998,0.45999999999999996,3187.7999999999997,2020-07
2020-07-22,2020,7,Jul,Northeast,New York,New York,Athletic Footwear,Women's,Women's Athletic Footwear,34.0,175,5950,18.700000000000003,0.55,3272.5000000000005,2020-07
2020-07-23,2020,7,Jul,South,Texas,Houston,Apparel,Men's,Men's Apparel,36.0,154,5544,15.48,0.43,2383.92,2020-07
2020-07-24,2020,7,Jul,South,Texas,Houston,Apparel,Women's,Women's Apparel,34.0,203,6902,21.759999999999998,0.64,4417.28,2020-07
2020-07-25,2020,7,Jul,South,Texas,Houston,Street Footwear,Men's,Men's Street Footwear,23.0,213,4899,11.5,0.5,2449.5,2020-07
2020-07-26,2020,7,Jul,South,Texas,Houston,Athletic Footwear,Men's,Men's Athletic Footwear,33.0,255,8415,14.849999999999998,0.44999999999999996,3786.7499999999995,2020-07
2020-07-27,2020,7,Jul,South,Texas,Houston,Street Footwear,Women's,Women's Street Footwear,32.0,176,5632,14.399999999999999,0.44999999999999996,2534.3999999999996,2020-07
2020-07-28,2020,7,Jul,South,Texas,Houston,Athletic Footwear,Women's,Women's Athletic Footwear,34.0,175,5950,20.4,0.6,3570.0,2020-07
2020-07-29,2020,7,Jul,South,Texas,Houston,Apparel,Men's,Men's Apparel,38.0,125,4750,17.1,0.44999999999999996,2137.5,2020-07
2020-07-30,2020,7,Jul,South,Texas,Houston,Apparel,Women's,Women's Apparel,34.0,196,6664,21.419999999999998,0.63,4198.32,2020-07
2020-07-31,2020,7,Jul,South,Texas,Houston,Street Footwear,Men's,Men's Street Footwear,29.0,254,7366,13.049999999999999,0.44999999999999996,3314.7,2020-07
2020-08-01,2020,8,Aug,South,Texas,Houston,Athletic Footwear,Men's,Men's Athletic Footwear,39.0,236,9204,17.549999999999997,0.44999999999999996,4141.799999999999,2020-08
2020-08-02,2020,8,Aug,South,Texas,Houston,Street Footwear,Women's,Women's Street Footwear,32.0,182,5824,15.679999999999998,0.49,2853.7599999999998,2020-08
2020-08-03,2020,8,Aug,South,Texas,Houston,Athletic Footwear,Women's,Women's Athletic Footwear,37.0,174,6438,21.46,0.5800000000000001,3734.0400000000004,2020-08
2020-08-04,2020,8,Aug,South,Texas,Houston,Apparel,Men's,Men's Apparel,41.0,125,5125,16.4,0.4,2050.0,2020-08
2020-08-05,2020,8,Aug,South,Texas,Houston,Apparel,Women's,Women's Apparel,39.0,189,7371,23.4,0.6,4422.599999999999,2020-08
2020-08-06,2020,8,Aug,South,Texas,Houston,Street Footwear,Men's,Men's Street Footwear,27.0,234,6318,12.959999999999999,0.48,3032.64,2020-08
2020-08-07,2020,8,Aug,South,Texas,Houston,Athletic Footwear,Men's,Men's Athletic Footwear,38.0,225,8550,17.099999999999998,0.44999999999999996,3847.4999999999995,2020-08
2020-08-08,2020,8,Aug,South,Texas,Houston,Street Footwear,Women's,Women's Street Footwear,34.0,203,6902,15.639999999999999,0.45999999999999996,3174.9199999999996,2020-08
2020-08-09,2020,8,Aug,South,Texas,Houston,Athletic Footwear,Women's,Women's Athletic Footwear,36.0,163,5868,21.240000000000002,0.5900000000000001,3462.1200000000003,2020-08
2020-08-10,2020,8,Aug,South,Texas,Houston,Apparel,Men's,Men's Apparel,42.0,147,6174,17.64,0.42,2593.08,2020-08
2020-08-11,2020,8,Aug,South,Texas,Houston,Apparel,Women's,Women's Apparel,39.0,232,9048,23.79,0.61,5519.28,2020-08
2020-08-12,2020,8,Aug,South,Texas,Houston,Street Footwear,Men's,Men's Street Footwear,29.0,268,7772,13.92,0.48,3730.56,2020-08
2020-08-13,2020,8,Aug,South,Texas,Houston,Athletic Footwear,Men's,Men's Athletic Footwear,38.0,259,9842,17.48,0.45999999999999996,4527.32,2020-08
2020-08-14,2020,8,Aug,South,Texas,Houston,Street Footwear,Women's,Women's Street Footwear,33.0,225,7425,15.84,0.48,3564.0,2020-08
2020-08-15,2020,8,Aug,South,Texas,Houston,Athletic Footwear,Women's,Women's Athletic Footwear,39.0,189,7371,22.62,0.5800000000000001,4275.18,2020-08
2020-08-16,2020,8,Aug,South,Texas,Houston,Apparel,Men's,Men's Apparel,42.0,168,7056,16.8,0.4,2822.4,2020-08
2020-08-17,2020,8,Aug,South,Texas,Houston,Apparel,Women's,Women's Apparel,37.0,276,10212,23.310000000000002,0.63,6433.56,2020-08
2020-08-18,2020,8,Aug,South,Texas,Houston,Street Footwear,Men's,Men's Street Footwear,39.0,238,9282,18.33,0.47,4362.54,2020-08
2020-08-19,2020,8,Aug,South,Texas,Houston,Athletic Footwear,Men's,Men's Athletic Footwear,42.0,238,9996,18.9,0.44999999999999996,4498.2,2020-08
2020-08-20,2020,8,Aug,South,Texas,Houston,Street Footwear,Women's,Women's Street Footwear,37.0,232,8584,18.13,0.49,4206.16,2020-08
2020-08-21,2020,8,Aug,South,Texas,Houston,Athletic Footwear,Women's,Women's Athletic Footwear,38.0,203,7714,21.660000000000004,0.5700000000000001,4396.9800000000005,2020-08
2020-08-22,2020,8,Aug,South,Texas,Houston,Apparel,Men's,Men's Apparel,41.0,169,6929,18.45,0.44999999999999996,3118.0499999999997,2020-08
2020-08-23,2020,8,Aug,South,Texas,Houston,Apparel,Women's,Women's Apparel,47.0,250,11750,30.08,0.64,7520.0,2020-08
2020-08-24,2020,8,Aug,South,Texas,Houston,Street Footwear,Men's,Men's Street Footwear,37.0,238,8806,16.65,0.44999999999999996,3962.7,2020-08
2020-08-25,2020,8,Aug,South,Texas,Houston,Athletic Footwear,Men's,Men's Athletic Footwear,42.0,238,9996,19.32,0.45999999999999996,4598.16,2020-08
2020-08-26,2020,8,Aug,South,Texas,Houston,Street Footwear,Women's,Women's Street Footwear,37.0,319,11803,16.65,0.44999999999999996,5311.349999999999,2020-08
2020-08-27,2020,8,Aug,South,Texas,Houston,Athletic Footwear,Women's,Women's Athletic Footwear,36.0,210,7560,21.6,0.6,4536.0,2020-08
2020-08-28,2020,8,Aug,South,Texas,Houston,Apparel,Men's,Men's Apparel,41.0,196,8036,16.400000000000002,0.4,3214.4,2020-08
2020-08-29,2020,8,Aug,South,Texas,Houston,Apparel,Women's,Women's Apparel,47.0,293,13771,29.61,0.63,8675.73,2020-08
2020-08-30,2020,8,Aug,South,Texas,Houston,Street Footwear,Men's,Men's Street Footwear,37.0,268,9916,18.13,0.49,4858.84,2020-08
2020-08-31,2020,8,Aug,South,Texas,Houston,Athletic Footwear,Men's,Men's Athletic Footwear,41.0,259,10619,18.449999999999996,0.44999999999999996,4778.549999999999,2020-08
2020-09-01,2020,9,Sep,South,Texas,Houston,Street Footwear,Women's,Women's Street Footwear,39.0,297,11583,17.939999999999998,0.45999999999999996,5328.179999999999,2020-09
2020-09-02,2020,9,Sep,South,Texas,Houston,Athletic Footwear,Women's,Women's Athletic Footwear,38.0,189,7182,22.420000000000005,0.5900000000000001,4237.380000000001,2020-09
2020-09-03,2020,9,Sep,South,Texas,Houston,Apparel,Men's,Men's Apparel,41.0,169,6929,16.400000000000002,0.4,2771.6000000000004,2020-09
2020-09-04,2020,9,Sep,South,Texas,Houston,Apparel,Women's,Women's Apparel,46.0,225,10350,29.9,0.65,6727.5,2020-09
2020-09-05,2020,9,Sep,South,Texas,Houston,Street Footwear,Men's,Men's Street Footwear,44.0,255,11220,21.119999999999997,0.48,5385.599999999999,2020-09
2020-09-06,2020,9,Sep,South,Texas,Houston,Athletic Footwear,Men's,Men's Athletic Footwear,41.0,213,8733,18.86,0.45999999999999996,4017.18,2020-09
2020-09-07,2020,9,Sep,South,Texas,Houston,Street Footwear,Women's,Women's Street Footwear,46.0,234,10764,22.54,0.49,5274.36,2020-09
2020-09-08,2020,9,Sep,South,Texas,Houston,Athletic Footwear,Women's,Women's Athletic Footwear,47.0,181,8507,25.85,0.55,4678.85,2020-09
2020-09-09,2020,9,Sep,South,Texas,Houston,Apparel,Men's,Men's Apparel,44.0,175,7700,18.92,0.43,3311.0,2020-09
2020-09-10,2020,9,Sep,South,Texas,Houston,Apparel,Women's,Women's Apparel,50.0,213,10650,32.0,0.64,6816.0,2020-09
2020-09-11,2020,9,Sep,South,Texas,Houston,Street Footwear,Men's,Men's Street Footwear,44.0,240,10560,22.0,0.5,5280.0,2020-09
2020-09-12,2020,9,Sep,South,Texas,Houston,Athletic Footwear,Men's,Men's Athletic Footwear,43.0,216,9288,20.209999999999997,0.47,4365.36,2020-09
2020-09-13,2020,9,Sep,South,Texas,Houston,Street Footwear,Women's,Women's Street Footwear,48.0,188,9024,22.56,0.47,4241.28,2020-09
2020-09-14,2020,9,Sep,South,Texas,Houston,Athletic Footwear,Women's,Women's Athletic Footwear,45.0,168,7560,26.1,0.5800000000000001,4384.8,2020-09
2020-09-15,2020,9,Sep,South,Texas,Houston,Apparel,Men's,Men's Apparel,42.0,150,6300,17.22,0.41,2583.0,2020-09
2020-09-16,2020,9,Sep,South,Texas,Houston,Apparel,Women's,Women's Apparel,53.0,210,11130,32.86,0.62,6900.6,2020-09
2020-10-20,2020,10,Oct,South,Texas,Houston,Street Footwear,Men's,Men's Street Footwear,43.0,234,10062,21.07,0.49,4930.38,2020-10
2020-10-21,2020,10,Oct,South,Texas,Houston,Athletic Footwear,Men's,Men's Athletic Footwear,43.0,243,10449,21.07,0.49,5120.01,2020-10
2020-10-22,2020,10,Oct,South,Texas,Houston,Street Footwear,Women's,Women's Street Footwear,47.0,206,9682,22.56,0.48,4647.36,2020-10
2020-10-23,2020,10,Oct,South,Texas,Houston,Athletic Footwear,Women's,Women's Athletic Footwear,48.0,203,9744,26.400000000000002,0.55,5359.200000000001,2020-10
2020-10-24,2020,10,Oct,South,Texas,Houston,Apparel,Men's,Men's Apparel,42.0,195,8190,18.9,0.44999999999999996,3685.4999999999995,2020-10
2020-10-25,2020,10,Oct,South,Texas,Houston,Apparel,Women's,Women's Apparel,51.0,247,12597,31.62,0.62,7810.14,2020-10
2020-10-26,2020,10,Oct,South,Texas,Houston,Street Footwear,Men's,Men's Street Footwear,41.0,238,9758,19.68,0.48,4683.84,2020-10
2020-10-27,2020,10,Oct,South,Texas,Houston,Athletic Footwear,Men's,Men's Athletic Footwear,44.0,285,12540,21.12,0.48,6019.2,2020-10
2020-10-28,2020,10,Oct,South,Texas,Houston,Street Footwear,Women's,Women's Street Footwear,47.0,255,11985,23.029999999999998,0.49,5872.65,2020-10
2020-10-29,2020,10,Oct,South,Texas,Houston,Athletic Footwear,Women's,Women's Athletic Footwear,47.0,182,8554,27.260000000000005,0.5800000000000001,4961.320000000001,2020-10
2020-10-30,2020,10,Oct,South,Texas,Houston,Apparel,Men's,Men's Apparel,42.0,169,7098,18.9,0.44999999999999996,3194.1,2020-10
2020-10-31,2020,10,Oct,South,Texas,Houston,Apparel,Women's,Women's Apparel,53.0,261,13833,32.86,0.62,8576.46,2020-10
2020-11-01,2020,11,Nov,South,Texas,Houston,Street Footwear,Men's,Men's Street Footwear,37.0,209,7733,16.650000000000002,0.45000000000000007,3479.8500000000004,2020-11
2020-11-02,2020,11,Nov,South,Texas,Houston,Athletic Footwear,Men's,Men's Athletic Footwear,49.0,194,9506,15.190000000000001,0.31,2946.86,2020-11
2020-11-03,2020,11,Nov,South,Texas,Houston,Street Footwear,Women's,Women's Street Footwear,46.0,217,9982,20.700000000000003,0.45000000000000007,4491.900000000001,2020-11
2020-11-04,2020,11,Nov,South,Texas,Houston,Athletic Footwear,Women's,Women's Athletic Footwear,48.0,175,8400,19.2,0.4,3360.0,2020-11
2020-11-05,2020,11,Nov,West,California,San Francisco,Apparel,Men's,Men's Apparel,51.0,161,8211,32.13,0.63,5172.93,2020-11
2020-11-06,2020,11,Nov,West,California,San Francisco,Apparel,Women's,Women's Apparel,49.0,233,11417,12.25,0.25,2854.25,2020-11
2020-11-07,2020,11,Nov,West,California,San Francisco,Street Footwear,Men's,Men's Street Footwear,37.0,223,8251,18.5,0.5,4125.5,2020-11
2020-11-08,2020,11,Nov,West,California,San Francisco,Athletic Footwear,Men's,Men's Athletic Footwear,49.0,210,10290,15.190000000000001,0.31,3189.9,2020-11
2020-11-09,2020,11,Nov,West,California,San Francisco,Street Footwear,Women's,Women's Street Footwear,49.0,196,9604,24.01,0.49000000000000005,4705.96,2020-11
2020-11-10,2020,11,Nov,West,California,San Francisco,Athletic Footwear,Women's,Women's Athletic Footwear,47.0,150,7050,19.74,0.42,2961.0,2020-11
2020-11-11,2020,11,Nov,West,California,San Francisco,Apparel,Men's,Men's Apparel,50.0,140,7000,30.5,0.61,4270.0,2020-11
2020-11-12,2020,11,Nov,West,California,San Francisco,Apparel,Women's,Women's Apparel,46.0,182,8372,12.880000000000003,0.28,2344.1600000000003,2020-11
2020-11-13,2020,11,Nov,West,California,San Francisco,Street Footwear,Men's,Men's Street Footwear,49.0,230,11270,22.050000000000004,0.45000000000000007,5071.500000000001,2020-11
2020-11-14,2020,11,Nov,West,California,San Francisco,Athletic Footwear,Men's,Men's Athletic Footwear,58.0,175,10150,17.400000000000002,0.30000000000000004,3045.0000000000005,2020-11
2020-11-15,2020,11,Nov,West,California,San Francisco,Street Footwear,Women's,Women's Street Footwear,55.0,203,11165,25.85,0.47000000000000003,5247.55,2020-11
2020-12-22,2020,12,Dec,West,California,San Francisco,Athletic Footwear,Women's,Women's Athletic Footwear,58.0,174,10092,24.939999999999998,0.43,4339.5599999999995,2020-12
